source,target,rel,cone
52290,265715,-1,1
49605,9022,0,1
49605,9026,0,1
52286,269923,-1,1
52286,263218,-1,1
49605,9115,0,1
52286,52451,-1,1
49605,9137,0,1
52294,52498,-1,1
52201,200035,-1,1
49605,12888,0,1
49605,12902,0,1
52153,200534,-1,1
49605,19679,0,1
52153,57875,-1,1
49605,20144,-1,1
49605,20253,0,1
52153,51185,0,1
49605,20633,0,1
52153,38923,-1,1
52153,31106,-1,1
52143,198385,0,1
49605,20792,0,1
52143,56987,0,1
52143,49434,0,1
52143,41327,0,1
49605,18676,0,1
52143,39351,0,1
52143,35426,0,1
52143,34177,0,1
49605,21040,0,1
52143,29467,0,1
49605,21161,0,1
52143,25160,0,1
52143,20764,0,1
49605,21336,0,1
52143,16347,0,1
52143,13237,0,1
49605,21449,0,1
49605,21478,0,1
52143,12779,0,1
52143,8560,0,1
49605,20886,0,1
49605,23028,0,1
52169,49102,0,1
52176,204172,-1,1
49605,12923,0,1
52201,47334,-1,1
49605,13039,0,1
49605,13150,0,1
49605,13172,0,1
52195,202257,-1,1
52191,60501,0,1
49605,14630,0,1
52183,59890,0,1
52183,57777,0,1
49605,15447,0,1
52183,56987,0,1
52183,47147,0,1
52180,51962,-1,1
52169,49420,0,1
49605,15691,0,1
52177,50304,0,1
52177,49544,0,1
52177,39351,0,1
52177,35598,0,1
49605,16004,0,1
52177,15830,0,1
49605,16298,0,1
52177,8896,0,1
52177,8289,0,1
49605,16552,0,1
52177,6939,0,1
49605,17117,0,1
49605,17450,0,1
52177,1828,0,1
52177,56655,0,1
49605,42176,0,1
52060,60501,0,1
49605,42366,0,1
49605,203489,0,1
49605,204280,0,1
49605,204309,0,1
49605,204504,0,1
49605,204577,0,1
49605,204622,0,1
49605,204729,0,1
49605,204881,0,1
49605,204947,0,1
49605,205099,0,1
52016,9049,0,1
49605,205139,0,1
49605,205260,0,1
49605,205330,0,1
49605,205385,0,1
49605,205530,0,1
49605,205668,0,1
49605,205689,0,1
49605,205741,0,1
49605,205881,0,1
49605,206141,0,1
49605,206173,0,1
49605,206182,0,1
52016,6939,0,1
49605,206476,0,1
49605,206539,0,1
49605,206673,0,1
49605,206732,0,1
49605,206737,0,1
49605,203485,0,1
49605,203462,0,1
49605,203347,0,1
52016,24482,0,1
49605,199332,0,1
49605,199421,0,1
49605,199610,0,1
49605,199670,0,1
49605,199938,0,1
49605,199947,0,1
49605,200052,0,1
49605,200062,0,1
49605,200254,0,1
49605,200409,0,1
49605,200478,0,1
49605,200735,0,1
49605,200818,0,1
52016,60501,0,1
49605,206811,0,1
49605,201401,0,1
52016,41722,0,1
49605,201722,0,1
49605,201791,0,1
49605,201847,0,1
52016,41327,0,1
49605,202193,0,1
49605,202339,0,1
49605,202675,0,1
52016,29479,0,1
49605,202896,0,1
52016,28917,0,1
49605,202975,0,1
49605,203089,0,1
49605,203180,0,1
49605,201512,0,1
49605,206821,0,1
49605,206988,0,1
49605,207013,0,1
49605,212700,0,1
49605,212751,0,1
49605,213307,0,1
49605,213338,0,1
52008,8492,0,1
52007,8492,0,1
52000,212165,-1,1
52000,203252,-1,1
52000,202423,-1,1
49612,5065,-1,1
49612,8441,-1,1
49612,23881,-1,1
49612,38186,-1,1
49612,133448,-1,1
49605,212696,0,1
49612,200436,-1,1
49612,211056,-1,1
49612,270764,-1,1
49627,2119,0,1
49627,3216,0,1
49627,3333,0,1
49627,6233,0,1
49627,8447,0,1
49627,9044,0,1
49627,12552,0,1
49627,12637,0,1
49627,12969,0,1
49627,13237,0,1
49627,14630,0,1
49627,15605,0,1
49612,204104,-1,1
49605,199275,0,1
49605,212608,0,1
49605,212054,0,1
49605,207029,0,1
49605,207063,0,1
49605,207176,0,1
52009,49102,0,1
49605,207606,0,1
49605,207651,0,1
52008,263152,0,1
49605,207715,0,1
49605,207901,0,1
49605,208034,0,1
52008,50673,0,1
49605,208516,0,1
52008,49673,0,1
49605,208808,0,1
49605,212341,0,1
49605,208920,0,1
49605,209408,0,1
49605,209757,0,1
49605,209768,0,1
49605,210036,0,1
49605,210129,0,1
49605,210218,0,1
49605,210333,0,1
49605,210937,0,1
49605,211084,0,1
49605,211391,0,1
49605,211633,0,1
49605,211713,0,1
49605,211918,0,1
49605,211991,0,1
49605,209246,0,1
49605,198792,0,1
49605,198471,0,1
49605,198399,0,1
52030,12637,0,1
52030,6939,0,1
49605,47065,0,1
49605,47172,0,1
49605,47195,0,1
49605,47215,0,1
52025,211956,-1,1
52025,210937,0,1
49605,47836,0,1
52025,205206,0,1
52025,150315,0,1
49605,48345,0,1
52025,140984,0,1
52025,132337,0,1
49605,46244,0,1
49605,48634,0,1
49605,49088,0,1
52025,62167,0,1
49605,49321,0,1
52025,60326,0,1
49605,49627,0,1
49605,49653,0,1
49605,49718,0,1
49605,49849,0,1
49605,50061,0,1
49605,50072,0,1
49605,50112,0,1
49605,50169,0,1
52025,54681,-1,1
49605,50272,0,1
49605,49009,0,1
52025,51786,0,1
52030,12779,0,1
52030,15605,0,1
49605,42463,0,1
52060,51185,0,1
52060,50673,0,1
52060,49544,0,1
49605,42692,0,1
52060,41722,0,1
49605,43009,0,1
52060,41047,0,1
49605,43068,0,1
52060,39120,0,1
52060,37721,0,1
52060,8492,0,1
52060,6939,0,1
49605,43407,0,1
49605,45701,0,1
52041,210912,-1,1
49605,43648,0,1
52041,199765,-1,1
49605,43996,0,1
52041,197860,-1,1
49605,44513,0,1
49605,44608,0,1
52030,60501,0,1
52030,57111,0,1
52030,50877,0,1
52030,49605,0,1
52030,39120,0,1
49605,45009,0,1
49605,45102,0,1
52030,20912,0,1
49605,43467,0,1
49605,8399,0,1
52025,51185,0,1
49605,51343,0,1
49605,61244,0,1
49605,62044,0,1
49605,62597,0,1
49605,62856,0,1
52025,16552,0,1
49605,63113,0,1
49605,63859,0,1
49605,64114,0,1
52025,14630,0,1
49605,133352,0,1
49605,141596,0,1
49605,149670,0,1
49605,150921,0,1
49605,151420,0,1
49605,61200,0,1
49605,196879,0,1
49605,197156,0,1
49605,197293,0,1
49605,197440,0,1
49605,197637,0,1
49605,197727,0,1
49605,197915,0,1
49605,197964,0,1
49605,197965,0,1
49605,197981,0,1
49605,198013,0,1
49605,198018,0,1
49605,198128,0,1
49605,198249,0,1
49605,198290,0,1
49605,196968,0,1
49605,51185,0,1
52025,23428,-1,1
49605,60979,0,1
49605,51468,0,1
49605,51483,0,1
49605,51752,0,1
49605,51865,0,1
49605,53766,0,1
52025,41666,0,1
49605,55967,0,1
49605,56088,0,1
49605,56488,0,1
49605,56962,0,1
49605,57507,0,1
49605,57512,0,1
49605,57537,0,1
49605,57634,0,1
49605,60989,0,1
49605,57777,0,1
49605,58088,0,1
49605,58138,0,1
49605,58316,0,1
49605,59655,0,1
49605,59865,0,1
49605,59890,0,1
49605,59987,0,1
52025,31019,0,1
49605,60202,0,1
49605,60230,0,1
49605,60345,0,1
49605,60522,0,1
49605,60530,0,1
49605,60783,0,1
49605,57913,0,1
49627,17639,0,1
52308,263818,-1,1
52308,267712,-1,1
52320,272134,-1,1
49544,327794,0,1
49544,327804,0,1
49544,327808,0,1
49544,327812,0,1
49544,327817,0,1
49544,327822,0,1
49544,327833,0,1
49544,327872,0,1
49544,327880,0,1
49544,327892,0,1
49544,327893,0,1
49544,327894,0,1
49544,327896,0,1
49544,327908,0,1
49544,327909,0,1
49544,327922,0,1
49544,327923,0,1
52320,271773,-1,1
49544,327936,0,1
49544,327939,0,1
49544,327943,0,1
49544,327956,0,1
49544,327960,0,1
49544,327961,0,1
49544,327962,0,1
49544,327966,0,1
49544,327979,0,1
49544,327982,0,1
49544,327761,0,1
49544,327750,0,1
49544,327737,0,1
49544,327716,0,1
49544,268096,0,1
52323,28023,-1,1
49544,268445,0,1
52322,269809,-1,1
49544,268828,0,1
49544,268916,0,1
49544,269050,0,1
49544,269134,0,1
49544,269181,0,1
49544,269278,0,1
49544,269352,0,1
49544,270279,0,1
49544,270332,0,1
49544,270342,0,1
49544,327984,0,1
49544,270454,0,1
49544,270714,0,1
52320,400414,0,1
49544,270750,0,1
49544,270792,0,1
52320,394744,0,1
49544,270918,0,1
49544,271074,0,1
49544,271302,0,1
49544,271361,0,1
49544,271515,0,1
49544,271642,0,1
49544,271727,0,1
49544,272602,0,1
49544,272623,0,1
49544,270455,0,1
49544,327988,0,1
49544,327991,0,1
49544,328001,0,1
49544,328337,0,1
49544,328341,0,1
49544,328346,0,1
49544,328350,0,1
49544,328351,0,1
49544,328356,0,1
49544,328361,0,1
49544,328364,0,1
49544,328373,0,1
49544,328375,0,1
49544,328384,0,1
49544,328386,0,1
49544,328411,0,1
49544,328417,0,1
49544,328336,0,1
49544,328423,0,1
49544,328434,0,1
49544,328444,0,1
49544,328446,0,1
49544,328456,0,1
49544,328461,0,1
49544,328467,0,1
49544,328468,0,1
49544,328474,0,1
49544,328480,0,1
49544,328501,0,1
49544,328505,0,1
49544,328507,0,1
49544,328510,0,1
49544,328519,0,1
49544,328426,0,1
52323,28093,-1,1
49544,328327,0,1
49544,328315,0,1
49544,328024,0,1
49544,328029,0,1
49544,328036,0,1
49544,328037,0,1
49544,328039,0,1
49544,328049,0,1
49544,328057,0,1
49544,328061,0,1
49544,328074,0,1
49544,328077,0,1
49544,328119,0,1
49544,328125,0,1
49544,328126,0,1
49544,328146,0,1
52320,269859,-1,1
52320,271071,-1,1
49544,328172,0,1
49544,328173,0,1
49544,328176,0,1
49544,328178,0,1
49544,328179,0,1
49544,328209,0,1
49544,328220,0,1
49544,328262,0,1
49544,328266,0,1
49544,328267,0,1
49544,328275,0,1
49544,328278,0,1
49544,328281,0,1
49544,328287,0,1
49544,328164,0,1
49544,328529,0,1
52323,52271,-1,1
49544,267621,0,1
49544,211700,0,1
49544,211713,0,1
49544,211769,-1,1
49544,211785,0,1
49544,211816,0,1
49544,211901,0,1
49544,211914,0,1
49544,211918,0,1
49544,211945,0,1
49544,211978,0,1
49544,211991,0,1
49544,211993,0,1
49544,212054,0,1
49544,212075,0,1
49544,212118,0,1
52332,263818,-1,1
52332,263190,-1,1
49544,212236,0,1
49544,212251,0,1
49544,212321,0,1
49544,212327,0,1
49544,212341,0,1
49544,212346,0,1
49544,212380,0,1
49544,212608,0,1
49544,212635,0,1
49544,212641,0,1
49544,212648,0,1
49544,212655,0,1
49544,211694,0,1
49544,211655,0,1
49544,211633,0,1
49544,211597,0,1
49544,210246,0,1
49544,210256,0,1
52360,52436,0,1
49544,210333,0,1
49544,210442,0,1
49544,210506,0,1
49544,210552,0,1
49544,210579,0,1
49544,210619,0,1
49544,210627,0,1
52359,27744,0,1
49544,210645,0,1
49544,210702,0,1
49544,210742,0,1
49544,212694,0,1
49544,210788,0,1
49544,210890,0,1
49544,210937,0,1
49544,210966,0,1
49544,210993,0,1
49544,211025,0,1
49544,211029,0,1
49544,211084,0,1
49544,211251,0,1
49544,211316,0,1
49544,211371,0,1
49544,211391,0,1
49544,211393,0,1
49544,211430,0,1
49544,211510,0,1
49544,210874,0,1
49544,212700,0,1
49544,212751,0,1
49544,212781,0,1
49544,263516,0,1
49544,263537,0,1
52327,262189,-1,1
49544,263681,0,1
52327,52329,-1,1
49544,264031,0,1
52327,52296,-1,1
49544,264137,0,1
49544,264237,0,1
52327,27827,-1,1
52324,52328,0,1
52324,27994,0,1
52324,11815,0,1
49544,265220,0,1
52327,263766,-1,1
49544,265405,0,1
49544,266014,0,1
52323,271810,-1,1
49544,266158,0,1
52323,267680,-1,1
49544,266266,0,1
52323,266704,-1,1
49544,266919,0,1
52323,266693,-1,1
52323,265810,-1,1
49544,267071,0,1
49544,267232,0,1
49544,267252,0,1
52323,265729,-1,1
49544,267517,0,1
49544,265989,0,1
49544,267652,0,1
52327,266807,-1,1
49544,263378,0,1
52332,262194,-1,1
49544,212855,0,1
49544,212865,0,1
49544,212974,0,1
49544,213018,0,1
49544,213028,0,1
49544,213050,0,1
49544,213052,0,1
49544,213054,0,1
49544,213094,0,1
49544,213174,0,1
49544,213208,0,1
49544,213230,0,1
49544,213279,0,1
49544,263389,0,1
49544,213307,0,1
49544,213403,0,1
52332,52384,-1,1
52332,28109,-1,1
49544,262422,0,1
52332,14845,-1,1
52330,52320,0,1
52328,272885,-1,1
52328,270011,-1,1
49544,262684,0,1
52328,266898,-1,1
52328,266897,-1,1
52328,266767,-1,1
52328,264652,-1,1
52327,271970,-1,1
49544,213389,0,1
49544,328538,0,1
49544,328548,0,1
49544,328567,0,1
49572,51439,-1,1
52320,204729,0,1
52320,204577,0,1
52320,202282,0,1
52320,199452,0,1
52320,59890,0,1
52320,59655,0,1
52320,58226,0,1
52320,57777,0,1
49581,59890,0,1
49581,139351,-1,1
49581,199654,-1,1
49581,200482,-1,1
49581,204914,-1,1
49581,213200,-1,1
49581,399820,-1,1
49583,44429,-1,1
49584,24776,0,1
49584,200741,-1,1
49584,209567,-1,1
49585,35710,0,1
49585,203819,-1,1
49600,14630,0,1
52320,52580,-1,1
49600,31019,0,1
52320,50272,0,1
49600,39263,-1,1
49600,43618,-1,1
49600,43926,-1,1
52320,207063,0,1
52320,207176,0,1
52320,209326,0,1
52320,211713,0,1
49544,399494,0,1
49544,399647,0,1
49544,399668,0,1
49544,399760,0,1
49544,400006,0,1
49544,400011,0,1
49544,400113,0,1
49544,400318,0,1
49544,400587,0,1
49544,400735,0,1
49550,25406,-1,1
49550,34037,-1,1
49550,34857,-1,1
49550,42774,-1,1
52320,50072,0,1
49550,43627,-1,1
49550,47838,-1,1
49550,50962,-1,1
49550,51388,-1,1
49550,60099,-1,1
49550,198345,-1,1
49558,52118,-1,1
49561,50043,-1,1
49567,3303,0,1
49567,12969,0,1
49567,13237,0,1
49571,60068,0,1
52320,262220,-1,1
49572,6779,-1,1
49572,14630,0,1
49550,47341,-1,1
49600,50666,-1,1
52320,47195,0,1
52320,47172,0,1
49605,3185,0,1
52320,25152,0,1
52320,24204,0,1
52320,23470,-1,1
52320,22698,-1,1
52320,21980,-1,1
49605,3856,0,1
52320,16559,0,1
52320,16376,0,1
49605,5392,0,1
52320,14928,0,1
52320,14026,0,1
52320,13172,0,1
52320,10906,-1,1
52320,27763,-1,1
52320,8752,0,1
52314,52361,0,1
52308,272810,-1,1
52308,271823,-1,1
49605,6834,0,1
52308,271798,-1,1
49605,6882,0,1
49605,8038,0,1
52308,269817,-1,1
52308,267918,-1,1
49605,8234,0,1
52308,267852,-1,1
52308,267771,-1,1
49605,8302,0,1
52308,267762,-1,1
52320,72,-1,1
49544,399337,0,1
49605,2635,0,1
52320,28637,-1,1
52320,43872,0,1
49600,60609,-1,1
49600,197100,-1,1
49600,198246,-1,1
49600,198432,-1,1
49600,199496,-1,1
49600,200695,-1,1
49600,201346,-1,1
49600,202330,-1,1
49600,202513,-1,1
49600,204488,-1,1
49600,205057,-1,1
49600,205174,-1,1
49600,205645,-1,1
52320,28613,-1,1
49600,207645,-1,1
49600,209365,-1,1
49600,209776,-1,1
49600,210123,-1,1
49600,211178,-1,1
49600,211441,-1,1
49600,211471,-1,1
49600,212763,-1,1
49600,212849,-1,1
52320,38090,0,1
49605,112,0,1
52320,36040,-1,1
52320,31449,0,1
52320,29141,0,1
49605,1126,0,1
49600,209235,-1,1
49544,399233,0,1
49544,399199,0,1
49544,399116,0,1
49544,328816,0,1
49544,328819,0,1
49544,328820,0,1
49544,328822,0,1
49544,328826,0,1
49544,328839,0,1
49544,328841,0,1
49544,328843,0,1
49544,328848,0,1
49544,328868,0,1
49544,328874,0,1
49544,328882,0,1
49544,328902,0,1
49544,328911,0,1
49544,328810,0,1
49544,328915,0,1
49544,328931,0,1
49544,328942,0,1
49544,328946,0,1
49544,328948,0,1
49544,328952,0,1
49544,328963,0,1
49544,328964,0,1
49544,328966,0,1
49544,328974,0,1
49544,329032,0,1
49544,329035,0,1
49544,329036,0,1
49544,329042,0,1
49544,329047,0,1
49544,328929,0,1
49544,329053,0,1
49544,328803,0,1
49544,328795,0,1
49544,328575,0,1
49544,328583,0,1
49544,328596,0,1
49544,328598,0,1
52320,266197,-1,1
49544,328624,0,1
49544,328633,0,1
49544,328638,0,1
49544,328644,0,1
49544,328656,0,1
49544,328657,0,1
49544,328661,0,1
49544,328670,0,1
49544,328672,0,1
49544,328802,0,1
49544,328677,0,1
49544,328706,0,1
49544,328714,0,1
49544,328719,0,1
49544,328730,0,1
49544,328732,0,1
49544,328735,0,1
49544,328747,0,1
49544,328749,0,1
49544,328761,0,1
49544,328763,0,1
49544,328767,0,1
49544,328772,0,1
49544,328777,0,1
49544,328790,0,1
49544,328698,0,1
52308,266781,-1,1
49544,329063,0,1
49544,329098,0,1
49544,395505,0,1
49544,395657,0,1
52320,263892,0,1
49544,396000,0,1
49544,396040,0,1
49544,396125,0,1
52320,263767,-1,1
49544,396298,0,1
52320,263421,-1,1
49544,396984,0,1
52320,263223,-1,1
49544,397131,0,1
52320,263210,-1,1
49544,397540,0,1
49544,395354,0,1
49544,397545,0,1
49544,398041,0,1
49544,398196,0,1
49544,398202,0,1
49544,398334,0,1
49544,398419,0,1
49544,398448,0,1
49544,398482,0,1
49544,398491,0,1
49544,398712,0,1
49544,398721,0,1
49544,398764,0,1
49544,398960,0,1
49544,398962,0,1
49544,399100,0,1
49544,397849,0,1
49544,329095,0,1
49544,395127,0,1
49544,394973,0,1
49544,329125,0,1
49544,329126,0,1
49544,329159,0,1
49544,329166,0,1
49544,329184,0,1
49544,329202,0,1
49544,329222,0,1
49544,329237,0,1
49544,329240,0,1
49544,329279,0,1
49544,329305,0,1
49544,329317,0,1
49544,393225,0,1
52320,265483,-1,1
49544,395075,0,1
49544,393577,0,1
49544,393968,0,1
49544,393990,0,1
49544,394065,0,1
49544,394151,0,1
49544,394232,0,1
52320,265032,-1,1
49544,394449,0,1
49544,394501,0,1
49544,394581,0,1
49544,394710,0,1
49544,394728,0,1
49544,394744,0,1
49544,394749,0,1
49544,394840,0,1
49544,393737,0,1
50607,203389,-1,1
49627,20764,0,1
49627,25291,0,1
49910,63927,0,1
49910,64475,0,1
49910,137409,0,1
49910,199938,0,1
49910,205112,0,1
49910,210937,0,1
49920,1828,0,1
49920,2027,0,1
49920,6939,0,1
49920,7713,0,1
49920,8560,0,1
49920,9304,0,1
49920,12779,0,1
49920,13237,0,1
49920,16347,0,1
49920,20764,0,1
49920,24482,0,1
49920,29075,0,1
49920,29467,0,1
49920,34177,0,1
49920,34224,0,1
49920,35360,0,1
49920,35426,0,1
49920,35600,0,1
49920,37721,0,1
49920,39120,0,1
49920,39351,0,1
49920,41047,0,1
49920,41327,0,1
49910,60501,0,1
49910,60171,0,1
49910,59890,0,1
49910,58057,0,1
49910,5398,0,1
49910,6233,0,1
49910,9930,0,1
49910,12552,0,1
49910,12779,0,1
49910,13237,0,1
49910,14630,0,1
49910,15605,0,1
49910,16347,0,1
49910,17639,0,1
49910,20764,0,1
49910,20811,0,1
49910,24482,0,1
49910,24961,0,1
49920,49434,0,1
49910,25160,0,1
49910,29467,0,1
49910,34177,0,1
49910,34288,0,1
49910,34927,0,1
49910,35710,0,1
49910,39351,0,1
49910,41047,0,1
49910,42541,0,1
49910,47147,0,1
49910,48362,0,1
49910,49605,0,1
49910,51185,0,1
49910,52320,0,1
49910,56987,0,1
49910,29140,0,1
49920,49544,0,1
49920,51185,0,1
49920,56987,0,1
49959,24482,0,1
49959,59105,0,1
49959,137409,0,1
49963,15620,-1,1
49963,208541,-1,1
49974,49475,-1,1
51918,1103,0,1
51918,1031,0,1
51906,205868,-1,1
51904,198255,-1,1
51904,51538,-1,1
49981,9558,-1,1
49981,14630,0,1
51904,29479,0,1
49959,17639,0,1
49981,29504,0,1
49981,35055,-1,1
49981,35710,0,1
51903,51959,-1,1
51903,50281,-1,1
49981,42106,-1,1
51903,8811,-1,1
51896,59788,-1,1
51880,8492,0,1
51874,60501,0,1
49981,51447,-1,1
51874,51185,0,1
49981,57777,0,1
49981,58329,-1,1
51874,49544,0,1
49981,31019,0,1
49910,3303,0,1
49959,6939,0,1
49954,263152,0,1
49920,60171,0,1
49920,60501,0,1
49920,132337,0,1
49920,199524,0,1
49923,2027,0,1
49923,56987,0,1
49924,12637,0,1
49924,12779,0,1
49924,15605,0,1
49924,20912,0,1
49924,49605,0,1
49924,57111,0,1
49924,60501,0,1
49941,37468,0,1
49956,60091,-1,1
49943,8492,0,1
49943,24724,0,1
49943,25091,0,1
49943,34549,0,1
49943,35598,0,1
49943,37721,0,1
49943,39351,0,1
49943,41722,0,1
49943,49544,0,1
49943,137409,0,1
49943,199524,0,1
49943,263152,0,1
49954,8492,0,1
49954,14061,0,1
49954,49673,0,1
49943,24482,0,1
49981,59890,0,1
49910,553,0,1
49909,57446,-1,1
49830,3303,0,1
49830,8492,0,1
49830,8896,0,1
49830,14061,0,1
49830,14907,0,1
49830,15830,0,1
49830,18106,0,1
49830,23106,0,1
49830,24482,0,1
49830,25091,0,1
49830,36351,0,1
49830,37721,0,1
49830,41327,0,1
49830,47787,0,1
49830,49544,0,1
49830,49673,0,1
49830,137409,0,1
49830,199524,0,1
49830,263152,0,1
51918,39351,0,1
49832,57511,-1,1
51918,37662,0,1
51918,37497,0,1
51918,37100,0,1
51918,36351,0,1
51918,34927,0,1
49835,199143,-1,1
49835,202817,-1,1
49835,203503,-1,1
49824,210987,-1,1
49824,207830,-1,1
49824,207475,-1,1
49824,204619,-1,1
49823,45352,0,1
49823,47787,0,1
49823,47957,0,1
49823,48070,0,1
49823,48362,0,1
49823,49544,0,1
49823,50300,0,1
49823,50629,0,1
49823,51185,0,1
49823,52320,0,1
49823,58057,0,1
49823,58453,0,1
49823,60501,0,1
49823,62167,0,1
49835,204062,-1,1
49823,63927,0,1
49823,137409,0,1
49823,199524,0,1
49823,207841,0,1
49823,263152,0,1
49823,396998,0,1
51918,42473,0,1
49824,43049,-1,1
49824,44443,-1,1
51918,41811,0,1
49824,49461,-1,1
49824,56797,-1,1
51918,41327,0,1
49824,200814,-1,1
49824,204461,-1,1
49823,132337,0,1
49835,204998,-1,1
49835,206268,-1,1
49835,206565,-1,1
49880,9049,0,1
49883,56543,-1,1
49893,50802,-1,1
49893,197865,-1,1
51918,14061,0,1
51918,13237,0,1
49895,16290,-1,1
51918,12779,0,1
51918,8896,0,1
51918,6894,0,1
51918,6233,0,1
51918,5413,0,1
49895,51146,-1,1
49895,51185,0,1
49870,210890,-1,1
51918,2119,0,1
49895,60589,-1,1
49895,61171,-1,1
49895,199475,-1,1
49895,203628,-1,1
49897,51990,-1,1
49902,34306,-1,1
49902,37614,-1,1
49902,327960,0,1
49902,328266,0,1
49902,328474,0,1
49909,35261,-1,1
49909,50447,-1,1
49909,52189,-1,1
49909,56729,-1,1
51918,1828,0,1
49909,59532,-1,1
51918,14630,0,1
49870,59890,0,1
49835,206828,-1,1
49835,207026,-1,1
49835,207906,-1,1
49847,24631,0,1
49849,8492,0,1
49849,12637,0,1
49849,14630,0,1
49849,20764,0,1
49849,37468,0,1
49849,47147,0,1
49849,47957,0,1
49849,49709,0,1
49849,52320,0,1
49849,59890,0,1
49870,208911,-1,1
49849,64475,0,1
49852,60501,0,1
49855,199786,-1,1
49855,204065,-1,1
49866,34387,-1,1
51918,34288,0,1
51918,31742,0,1
51918,29075,0,1
49870,14630,0,1
51918,25160,0,1
51918,24482,0,1
51918,17639,0,1
51918,16552,0,1
49870,49305,-1,1
51918,16347,0,1
49849,210218,-1,1
51874,48919,0,1
49981,60117,-1,1
51874,39120,0,1
51873,21040,0,1
51873,20940,0,1
51873,20932,0,1
51873,20893,0,1
51873,20634,0,1
51873,20612,0,1
51873,20546,0,1
51873,19551,0,1
51873,16509,0,1
51873,16276,0,1
50020,51185,0,1
51873,16242,0,1
51873,15830,0,1
51873,15796,0,1
50020,57777,0,1
51873,15716,0,1
51873,15695,0,1
50020,59746,-1,1
50020,59890,0,1
51873,15600,0,1
51873,15576,0,1
50020,60752,-1,1
51873,15547,0,1
50020,132337,0,1
51873,15517,0,1
51873,15169,0,1
51873,13335,0,1
50020,199938,0,1
50020,203578,-1,1
51873,21232,0,1
51873,24482,0,1
50020,35710,0,1
51873,24585,0,1
51873,33965,0,1
51873,33845,0,1
51873,32934,0,1
51873,32787,0,1
51873,31898,0,1
50020,14630,0,1
51873,31662,0,1
51873,31424,0,1
51873,31042,0,1
51873,30419,0,1
51873,29691,0,1
51873,29668,0,1
51873,29655,0,1
51873,29424,0,1
51873,13250,0,1
51873,29222,0,1
51873,29075,0,1
51873,28875,0,1
51873,26415,0,1
51873,25598,0,1
51873,25563,0,1
50020,29171,-1,1
51873,25435,0,1
50020,31460,-1,1
51873,25375,0,1
51873,25369,0,1
51873,25291,0,1
51873,25152,0,1
51873,25091,0,1
50020,35360,0,1
51873,29097,0,1
50020,206356,0,1
50020,210937,0,1
50023,14630,0,1
50061,29467,0,1
50061,34177,0,1
50061,34288,0,1
50061,34927,0,1
50061,35710,0,1
50061,39351,0,1
50061,41047,0,1
50061,42541,0,1
50061,47147,0,1
50061,48362,0,1
50061,50629,0,1
50061,51185,0,1
50061,52320,0,1
50061,56987,0,1
50061,28917,0,1
50061,57695,0,1
50061,58057,0,1
50061,59890,0,1
50061,60501,0,1
50061,64475,0,1
50061,137409,0,1
50061,198385,0,1
50061,205112,0,1
50061,210937,0,1
50072,12637,0,1
50072,37468,0,1
50072,47147,0,1
50072,56987,0,1
50072,59890,0,1
50072,64475,0,1
50061,57777,0,1
51873,34019,0,1
50061,25291,0,1
50061,24961,0,1
50023,16552,0,1
50023,51185,0,1
50023,62167,0,1
50029,49673,0,1
50030,60003,-1,1
50031,6939,0,1
50031,8447,0,1
50031,15576,0,1
50031,40994,0,1
50033,201895,-1,1
50045,51921,-1,1
50050,31019,0,1
50050,208290,-1,1
50060,56331,-1,1
50061,25160,0,1
50061,553,0,1
50061,5398,0,1
50061,6233,0,1
50061,8447,0,1
50061,12552,0,1
50061,12779,0,1
50061,12859,0,1
50061,13237,0,1
50061,14061,0,1
50061,14630,0,1
50061,15605,0,1
50061,16347,0,1
50061,17639,0,1
50061,20764,0,1
50061,20811,0,1
50061,1836,0,1
51873,34288,0,1
51873,34347,0,1
51873,34549,0,1
49983,56987,0,1
49983,57777,0,1
49983,58057,0,1
49983,58299,0,1
49983,59890,0,1
49983,62167,0,1
49983,198385,0,1
49984,3303,0,1
49985,29504,0,1
49985,59890,0,1
49985,201934,-1,1
50009,51185,0,1
51873,209898,0,1
51873,209110,0,1
49983,51786,0,1
51873,208444,0,1
51873,207335,0,1
51873,206616,0,1
51873,206492,0,1
51873,204631,0,1
51873,204178,0,1
51873,202194,0,1
51873,201789,0,1
51873,200924,0,1
51873,200759,0,1
51873,199562,0,1
51873,199554,0,1
51873,198951,0,1
51873,198385,0,1
51873,198288,0,1
51873,208414,0,1
51873,197964,0,1
49983,48362,0,1
49983,39351,0,1
49981,60790,-1,1
49981,136274,-1,1
49981,136787,-1,1
49981,139884,-1,1
51874,34224,0,1
49981,150393,-1,1
49981,197684,-1,1
49981,197767,-1,1
51874,6939,0,1
49981,207596,-1,1
49981,207704,-1,1
49981,207728,-1,1
49981,210630,-1,1
49981,211112,-1,1
49983,47147,0,1
51873,212865,0,1
49981,397666,-1,1
49981,399668,-1,1
49983,3303,0,1
49983,6939,0,1
49983,8218,0,1
49983,12350,0,1
49983,13237,0,1
49983,20612,0,1
49983,21232,0,1
49983,24482,0,1
49983,25291,0,1
49983,29222,0,1
49983,29691,0,1
49983,34288,0,1
49981,265825,-1,1
49823,42473,0,1
51873,196810,0,1
51873,62371,0,1
51873,48885,0,1
51873,48362,0,1
50010,57777,0,1
51873,47176,0,1
51873,47147,0,1
51873,45009,0,1
51873,44854,0,1
50010,59890,0,1
51873,42346,0,1
51873,41655,0,1
