id,country,x,y,cone,asrank,angle,r,cone_map
4134,CN,887.587324486352,357.0643792021366,545,81,113.58843274391,155.967733065665,5.509026325435189
64049,SG,930.964260085676,345.0703823583925,543,82,97.0046541543878,156.09466940501355,5.512696054324151
20965,NL,1106.1579103719623,499.6455295309339,542,83,0.130058265433113,156.15831268636083,5.5145359812461585
3326,UA,1082.9432091453916,418.0761221427117,542,84,31.6427101226739,156.15831268636083,5.5145359812461585
55836,IN,984.8285168971008,347.51284116203874,538,85,77.1341726082083,156.41406330546258,5.521929730271097
22773,US,920.7656813526356,653.9200511294723,534,86,-100.75419787385,156.67171897466054,5.529378554284087
35297,UA,1086.038215870584,422.1545535552701,533,87,29.7795794180229,156.73643389279644,5.5312494622198995
2497,JP,832.50796927348,396.1623333034371,532,88,138.530241023998,156.8012701135677,5.5331238770142495
577,CA,980.9717607314681,653.712030584534,532,89,-78.6078879269519,156.8012701135677,5.5331238770142495
26615,BR,1059.414702056642,613.321642193126,521,90,-46.0049021315488,157.52260668072566,5.5539777132974555
2516,JP,831.8211802659067,395.54911387894316,518,91,138.528540922776,157.7219738819461,5.559741418014205
37100,MU,1058.9187084605169,385.1839595304725,510,92,46.5098862187553,158.25930684104253,5.575275710976389
132602,BD,948.8665591485421,341.60910086421706,508,93,90.41,158.3949545194086,5.579197284629571
7474,AU,815.700610946157,415.24895369866596,502,94,147.745593166508,158.80511877583282,5.5910551310803545
53062,BR,1050.9379135857273,622.7778156593353,500,95,-50.575743746479,158.9429281758627,5.595039200095229
20473,US,953.348688119471,659.9593324464927,485,96,-88.8007097074713,159.99438036646487,5.6254366772796
20115,US,937.8751390354377,659.820982701006,481,97,-94.3384487770754,160.28025070146725,5.6337011871294935
1828,US,964.5833624204803,660.0505108335543,475,98,-84.7937424320424,160.7135354522722,5.646227446948674
8966,AE,1045.5749676226135,370.61259415382335,473,99,53.5477231846357,160.85917825124818,5.650437979485018
10075,BD,949.8023395479987,338.47785311389987,464,100,90.0701148680935,161.5222678281518,5.669607895592738
9583,IN,979.7021725277693,341.1564109029117,463,101,79.4085723545137,161.59673527059263,5.671760748953838
6663,RO,1099.7872213507148,437.9717163543722,456,102,22.4949015989361,162.12254516874103,5.6869619102858895
4788,MY,912.7345000319879,341.4322467805425,446,103,103.225262731534,162.88784438665974,5.709086706566525
7029,US,957.1116256666783,662.732524804692,446,104,-87.4976911354434,162.88784438665974,5.709086706566525
25291,DE,1108.4313491518744,462.15878629259464,446,105,13.4333764514896,162.88784438665974,5.709086706566525
58717,BD,948.9931273876139,337.03779660588526,445,106,90.3540012096005,162.9653138785134,5.71132634916003
9121,TR,1089.1305382952805,413.9486299821412,437,107,31.7365325078785,163.5913963761082,5.729426390803648
41095,GB,1089.5583949138536,414.4928439778475,436,108,31.4957202541492,163.6704595274537,5.731712106084504
9318,KR,850.8916716338107,369.54877117485677,434,109,127.225198382913,163.8291300518021,5.73629927009141
24482,SG,900.1661230587875,343.7667664543154,432,110,107.69117681473,163.98853177930562,5.740907573177604
17676,JP,826.0379496872224,391.6596647861961,424,111,138.84719588229,164.63358755729945,5.759556132255677
3786,KR,850.7969897122017,368.09876529995836,419,112,126.946851017278,165.04294279234264,5.77139058990268
199524,LU,1113.3727863174543,471.7795868394265,410,113,9.80035177059377,165.79221642791936,5.7930520866838595
20804,PL,1106.102788293342,442.4121604607036,403,115,20.2495090978193,166.3864170410545,5.810230423218944
35320,UA,1093.6084882123232,415.29052515529315,399,116,30.534823627307,166.73060011616045,5.820180754072112
37662,MU,1097.3850944214487,420.5629643408247,391,117,28.3236039984011,167.42941405839187,5.8403834613896315
7303,AR,1035.2786999129194,644.7034737752965,385,118,-59.4877024268782,167.9629482400082,5.855807931715264
136106,ID,900.6965575577127,339.34237476788564,384,119,107.060473363346,168.05267621160468,5.85840196689231
57724,RU,1087.2917003029477,402.92819364553884,383,120,35.2621399592523,168.14263754619893,5.861002748592368
49666,IR,1054.664767429715,368.28981545401956,382,121,51.5272517172807,168.23283346080981,5.863610311999448
201054,PL,1109.0447471689085,444.3344825050577,379,122,19.29,168.50484099871375,5.871474048459663
50607,PL,1109.7262878205927,445.18315769350374,375,123,18.9418291166902,168.87087736315604,5.8820561577902
30844,GB,1086.8273637501088,400.8699532236362,374,124,35.9229511247054,168.9629948973699,5.884719275209683
8708,RO,1102.9398780670024,427.9645371859498,373,125,25.220674819697,169.05535840659988,5.887389503765562
40850,US,978.9969674697904,666.8327259237932,370,126,-80.14,169.3339380089165,5.895443238572659
8167,BR,1057.2898509822105,631.2487237994533,368,127,-50.7355664654356,169.52091205149327,5.900848657139567
55410,IN,987.4809210086344,334.5782542503407,367,128,77.2335919022829,169.61477944601532,5.903562363011163
