source,target,rel,type
3216,9002,0,ipv6
3216,9121,0,ipv6
3216,9304,0,ipv6
3216,13335,0,ipv6
3216,20485,0,ipv6
3216,24482,0,ipv6
3216,31133,0,ipv6
3216,33891,0,ipv6
3216,37100,0,ipv6
3216,37468,0,ipv6
3216,50509,-1,ipv6
3216,52320,0,ipv6
3223,4455,0,ipv6
3223,4637,0,ipv6
3223,4826,0,ipv6
3223,5405,0,ipv6
3223,8220,0,ipv6
3223,9002,0,ipv6
3223,9304,0,ipv6
3223,24482,0,ipv6
3223,33891,0,ipv6
3223,37100,0,ipv6
3223,37468,0,ipv6
3223,52320,0,ipv6
3257,3303,0,ipv6
3257,3320,0,ipv6
3257,3491,0,ipv6
3257,4230,-1,ipv6
3257,4637,0,ipv6
3257,4766,0,ipv6
3257,4826,-1,ipv6
3257,5405,-1,ipv6
3257,5511,0,ipv6
3257,6453,0,ipv6
3257,6461,0,ipv6
3257,6762,0,ipv6
3257,6830,0,ipv6
3257,6939,0,ipv6
3257,7018,0,ipv6
3257,7195,-1,ipv6
3257,7843,-1,ipv6
3257,7922,0,ipv6
3257,9002,0,ipv6
3257,9304,-1,ipv6
3257,9498,-1,ipv6
3257,12389,-1,ipv6
3257,12956,0,ipv6
3257,13335,-1,ipv6
3257,15830,-1,ipv6
3257,23764,0,ipv6
3257,28917,-1,ipv6
3257,33891,-1,ipv6
3257,34984,-1,ipv6
3257,37100,0,ipv6
3257,37468,-1,ipv6
3257,46887,-1,ipv6
3257,57304,0,ipv6
3257,58453,0,ipv6
3303,3320,0,ipv6
3303,3491,0,ipv6
3303,4230,0,ipv6
3303,4637,0,ipv6
3303,4766,0,ipv6
3303,4826,0,ipv6
3303,5405,0,ipv6
3303,6453,0,ipv6
3303,6461,0,ipv6
3303,6762,0,ipv6
3303,6830,0,ipv6
3303,6939,0,ipv6
3303,7195,0,ipv6
3303,7473,0,ipv6
3303,7545,0,ipv6
3303,7660,0,ipv6
3303,7713,0,ipv6
3303,7738,0,ipv6
3303,8220,0,ipv6
3303,8359,0,ipv6
3303,8529,0,ipv6
3303,9002,0,ipv6
3303,9304,0,ipv6
3303,9498,0,ipv6
3303,11164,0,ipv6
3303,12389,0,ipv6
3303,12741,0,ipv6
3303,12956,0,ipv6
3303,13786,0,ipv6
3303,14840,0,ipv6
3303,15412,0,ipv6
3303,16735,0,ipv6
3303,20485,0,ipv6
3303,20764,0,ipv6
3303,22356,0,ipv6
3303,23520,0,ipv6
3303,23764,0,ipv6
3303,24482,0,ipv6
3303,28917,0,ipv6
3303,32787,0,ipv6
3303,35598,0,ipv6
3303,37100,0,ipv6
3303,37468,0,ipv6
3303,41095,0,ipv6
3303,52320,0,ipv6
3303,58453,0,ipv6
3303,262589,0,ipv6
3320,3491,0,ipv6
3320,4637,0,ipv6
3320,4766,0,ipv6
3320,5405,-1,ipv6
3320,5511,0,ipv6
3320,6453,0,ipv6
3320,6461,0,ipv6
3320,6762,0,ipv6
3320,6830,0,ipv6
3320,6939,0,ipv6
3320,7018,0,ipv6
3320,7922,0,ipv6
3320,8220,0,ipv6
3320,8529,-1,ipv6
3320,9002,0,ipv6
3320,9121,-1,ipv6
3320,9583,-1,ipv6
3320,12956,0,ipv6
3320,15412,0,ipv6
3320,23764,0,ipv6
3320,32787,-1,ipv6
3320,33891,0,ipv6
3356,209,-1,ipv6
3356,701,-1,ipv6
3356,1273,-1,ipv6
3356,1299,-1,ipv6
3356,2497,-1,ipv6
3356,2914,-1,ipv6
3356,3216,-1,ipv6
3356,3223,-1,ipv6
3356,3257,-1,ipv6
3356,3303,-1,ipv6
3356,3320,-1,ipv6
3356,3491,-1,ipv6
3356,3549,-1,ipv6
3356,4230,-1,ipv6
3356,4637,-1,ipv6
3356,4766,-1,ipv6
3356,4826,-1,ipv6
3356,5511,-1,ipv6
3356,6453,-1,ipv6
3356,6461,-1,ipv6
3356,6762,-1,ipv6
3356,6830,-1,ipv6
3356,6939,0,ipv6
3356,7018,-1,ipv6
3356,7195,-1,ipv6
3356,7473,0,ipv6
3356,7474,0,ipv6
3356,7545,-1,ipv6
3356,7713,-1,ipv6
3356,7738,0,ipv6
3356,7843,-1,ipv6
3356,7922,-1,ipv6
3356,8220,-1,ipv6
3356,8359,-1,ipv6
3356,9002,0,ipv6
3356,9121,-1,ipv6
3356,9498,0,ipv6
3356,10429,0,ipv6
3356,12741,0,ipv6
3356,12956,-1,ipv6
3356,13335,-1,ipv6
3356,13786,-1,ipv6
3356,14840,-1,ipv6
3356,15830,-1,ipv6
3356,16735,-1,ipv6
3356,20764,0,ipv6
3356,23764,-1,ipv6
3356,26615,0,ipv6
3356,31500,-1,ipv6
3356,32787,-1,ipv6
3356,33891,-1,ipv6
3356,34984,-1,ipv6
3356,37100,0,ipv6
3356,37468,-1,ipv6
3356,41095,-1,ipv6
3356,46887,-1,ipv6
3356,52320,0,ipv6
3356,52468,-1,ipv6
3356,53013,-1,ipv6
3356,53062,-1,ipv6
3356,57304,0,ipv6
3356,58453,-1,ipv6
3491,4637,0,ipv6
3491,4766,0,ipv6
3491,4826,0,ipv6
3491,5511,0,ipv6
3491,6453,0,ipv6
3491,6461,0,ipv6
3491,6762,0,ipv6
3491,6830,0,ipv6
3491,6939,0,ipv6
3491,7018,0,ipv6
3491,7473,0,ipv6
3491,7843,0,ipv6
3491,7922,-1,ipv6
3491,8220,0,ipv6
3491,11164,0,ipv6
3491,12389,-1,ipv6
3491,12956,0,ipv6
3491,13335,-1,ipv6
3491,15412,0,ipv6
3491,15830,-1,ipv6
3491,20485,0,ipv6
3491,22356,0,ipv6
3491,23764,0,ipv6
3491,24482,0,ipv6
3491,32787,-1,ipv6
3491,37468,0,ipv6
3491,41095,-1,ipv6
3491,58453,0,ipv6
3491,328578,-1,ipv6
3549,15830,0,ipv6
3549,52468,0,ipv6
4230,6762,0,ipv6
4230,7195,0,ipv6
4230,7738,0,ipv6
4230,8359,0,ipv6
4230,9002,0,ipv6
4230,10429,0,ipv6
4230,15830,0,ipv6
4230,16735,0,ipv6
4230,22356,0,ipv6
4230,24482,0,ipv6
4230,26615,0,ipv6
4230,32787,0,ipv6
4230,33891,0,ipv6
4455,4826,0,ipv6
4455,5405,0,ipv6
4455,6453,0,ipv6
4455,6461,0,ipv6
4455,7195,0,ipv6
4455,7713,0,ipv6
4455,8220,0,ipv6
4455,8359,0,ipv6
4455,8529,0,ipv6
4455,9002,0,ipv6
4455,9304,0,ipv6
4455,9498,0,ipv6
4455,9583,0,ipv6
4455,12741,0,ipv6
4455,13335,0,ipv6
4455,13786,0,ipv6
4455,14840,0,ipv6
4455,15830,0,ipv6
4455,20485,0,ipv6
4455,20495,0,ipv6
4455,20764,0,ipv6
4455,22356,0,ipv6
4455,23764,0,ipv6
4455,24482,0,ipv6
4455,28917,0,ipv6
4455,31133,0,ipv6
4455,31500,0,ipv6
4455,32787,0,ipv6
4455,33891,0,ipv6
4455,35598,0,ipv6
4455,37100,0,ipv6
4455,37468,0,ipv6
4455,52320,0,ipv6
4455,57304,0,ipv6
4455,58453,0,ipv6
4637,1221,-1,ipv6
4637,4766,0,ipv6
4637,4826,0,ipv6
4637,5511,0,ipv6
4637,6453,0,ipv6
4637,6461,0,ipv6
4637,6762,0,ipv6
4637,6830,0,ipv6
4637,6939,0,ipv6
4637,7660,0,ipv6
4637,7713,0,ipv6
4637,7922,0,ipv6
4637,8220,0,ipv6
4637,8359,0,ipv6
4637,8529,-1,ipv6
4637,9002,0,ipv6
4637,9304,0,ipv6
4637,9498,-1,ipv6
4637,11164,0,ipv6
4637,12956,0,ipv6
4637,13335,-1,ipv6
4637,15412,0,ipv6
4637,15830,-1,ipv6
4637,23764,0,ipv6
4637,24482,0,ipv6
4637,31133,0,ipv6
4637,31500,0,ipv6
4637,32787,-1,ipv6
4637,33891,0,ipv6
4637,37468,0,ipv6
4637,41095,0,ipv6
4637,58453,0,ipv6
4755,9498,0,ipv6
4755,9583,0,ipv6
4755,13335,0,ipv6
4755,15830,0,ipv6
4755,32787,0,ipv6
4755,55836,0,ipv6
4766,6762,0,ipv6
4766,6830,0,ipv6
4766,9002,0,ipv6
4766,13786,0,ipv6
4766,15412,0,ipv6
4766,20485,0,ipv6
4766,20764,0,ipv6
4766,28917,0,ipv6
4766,33891,0,ipv6
4766,37468,0,ipv6
4766,52320,0,ipv6
4826,1221,-1,ipv6
4826,6453,0,ipv6
4826,6461,0,ipv6
4826,6939,0,ipv6
4826,7195,0,ipv6
4826,7713,0,ipv6
4826,8220,0,ipv6
4826,9002,0,ipv6
4826,9304,0,ipv6
4826,9498,0,ipv6
4826,9583,0,ipv6
4826,13335,0,ipv6
4826,13786,0,ipv6
4826,15412,0,ipv6
4826,15830,0,ipv6
4826,23764,0,ipv6
4826,24482,0,ipv6
4826,32787,-1,ipv6
4826,33891,0,ipv6
4826,37468,0,ipv6
4826,52320,0,ipv6
4826,58453,0,ipv6
4826,58717,0,ipv6
4826,132602,0,ipv6
4826,262589,0,ipv6
5405,6461,0,ipv6
5405,7195,0,ipv6
5405,7713,0,ipv6
5405,8220,0,ipv6
5405,8359,0,ipv6
5405,8529,0,ipv6
5405,9002,0,ipv6
5405,9121,0,ipv6
5405,9498,0,ipv6
5405,9583,0,ipv6
5405,12741,0,ipv6
5405,13335,0,ipv6
5405,14840,0,ipv6
5405,15412,0,ipv6
5405,15830,0,ipv6
5405,20485,0,ipv6
5405,20495,0,ipv6
5405,20764,0,ipv6
5405,22356,0,ipv6
5405,23764,0,ipv6
5405,24482,0,ipv6
5405,28917,0,ipv6
5405,29076,0,ipv6
5405,31133,0,ipv6
5405,31500,0,ipv6
5405,32787,0,ipv6
5405,35598,0,ipv6
5405,37100,0,ipv6
5405,37468,0,ipv6
5405,50509,0,ipv6
5405,52320,0,ipv6
5405,58453,0,ipv6
5405,58717,0,ipv6
5405,262589,0,ipv6
5511,6453,0,ipv6
5511,6461,0,ipv6
5511,6762,0,ipv6
5511,6830,0,ipv6
5511,6939,0,ipv6
5511,7018,0,ipv6
5511,7922,-1,ipv6
5511,8220,0,ipv6
5511,9002,0,ipv6
5511,9304,0,ipv6
5511,12389,0,ipv6
5511,12956,-1,ipv6
5511,13335,-1,ipv6
5511,32787,-1,ipv6
5511,52468,-1,ipv6
5511,132602,-1,ipv6
6453,1031,-1,ipv6
6453,3216,-1,ipv6
6453,4230,-1,ipv6
6453,4755,-1,ipv6
6453,6461,0,ipv6
6453,6762,0,ipv6
6453,6830,0,ipv6
6453,6939,0,ipv6
6453,7018,0,ipv6
6453,7473,-1,ipv6
6453,7545,-1,ipv6
6453,7713,-1,ipv6
6453,7922,-1,ipv6
6453,8220,0,ipv6
6453,8529,-1,ipv6
6453,9002,0,ipv6
6453,9304,-1,ipv6
6453,9498,-1,ipv6
6453,9583,-1,ipv6
6453,12956,0,ipv6
6453,13335,-1,ipv6
6453,15412,0,ipv6
6453,22356,-1,ipv6
6453,23764,-1,ipv6
6453,24482,-1,ipv6
6453,32787,-1,ipv6
6453,34984,-1,ipv6
6453,37100,0,ipv6
6453,37468,0,ipv6
6453,53013,-1,ipv6
6453,58453,0,ipv6
6453,58717,-1,ipv6
6461,6762,0,ipv6
6461,6830,0,ipv6
6461,6939,0,ipv6
6461,7018,0,ipv6
6461,7473,-1,ipv6
6461,7713,0,ipv6
6461,7843,0,ipv6
6461,7922,0,ipv6
6461,8220,0,ipv6
6461,8359,0,ipv6
6461,8529,0,ipv6
6461,9002,0,ipv6
6461,9304,0,ipv6
6461,9498,-1,ipv6
6461,11164,0,ipv6
6461,12741,0,ipv6
6461,12956,0,ipv6
6461,13335,0,ipv6
6461,15412,0,ipv6
6461,20485,0,ipv6
6461,20495,0,ipv6
6461,22356,0,ipv6
6461,23764,0,ipv6
6461,24482,0,ipv6
6461,28917,0,ipv6
6461,29076,0,ipv6
6461,31133,0,ipv6
6461,31500,0,ipv6
6461,32787,-1,ipv6
6461,33891,0,ipv6
6461,37100,0,ipv6
6461,37468,0,ipv6
6461,41095,0,ipv6
6461,46887,-1,ipv6
6461,52320,-1,ipv6
6461,57304,0,ipv6
6461,58453,0,ipv6
6762,3216,-1,ipv6
6762,3223,-1,ipv6
6762,6830,0,ipv6
6762,6939,0,ipv6
6762,7018,0,ipv6
6762,7473,0,ipv6
6762,7713,-1,ipv6
6762,7922,0,ipv6
6762,8529,-1,ipv6
6762,9002,0,ipv6
6762,9304,-1,ipv6
6762,9498,-1,ipv6
6762,12389,-1,ipv6
6762,12956,0,ipv6
6762,13335,-1,ipv6
6762,14840,-1,ipv6
6762,15412,-1,ipv6
6762,15830,-1,ipv6
6762,16735,-1,ipv6
6762,23764,-1,ipv6
6762,26615,-1,ipv6
6762,31133,-1,ipv6
6762,31500,-1,ipv6
6762,32787,-1,ipv6
6762,34984,-1,ipv6
6762,37100,0,ipv6
6762,41095,-1,ipv6
6762,50509,-1,ipv6
6762,52468,-1,ipv6
6762,53013,-1,ipv6
6762,57304,0,ipv6
6762,58717,-1,ipv6
6762,262589,-1,ipv6
6830,6939,0,ipv6
6830,7018,0,ipv6
6830,7195,0,ipv6
6830,7843,0,ipv6
6830,7922,0,ipv6
6830,8220,0,ipv6
6830,9002,0,ipv6
6830,12956,0,ipv6
6830,13335,0,ipv6
6830,15830,0,ipv6
6830,20495,0,ipv6
6830,23520,-1,ipv6
6830,32787,0,ipv6
6830,33891,0,ipv6
6830,41095,0,ipv6
6939,3216,-1,ipv6
6939,3223,-1,ipv6
6939,4230,-1,ipv6
6939,4455,-1,ipv6
6939,4766,-1,ipv6
6939,5405,-1,ipv6
6939,7018,0,ipv6
6939,7195,-1,ipv6
6939,7473,0,ipv6
6939,7545,-1,ipv6
6939,7660,0,ipv6
6939,7713,0,ipv6
6939,7843,-1,ipv6
6939,7922,-1,ipv6
6939,8220,0,ipv6
6939,8359,0,ipv6
6939,8529,-1,ipv6
6939,9002,0,ipv6
6939,9049,-1,ipv6
6939,9121,-1,ipv6
6939,9304,0,ipv6
6939,9498,-1,ipv6
6939,9583,-1,ipv6
6939,11164,0,ipv6
6939,12389,0,ipv6
6939,12741,-1,ipv6
6939,12956,0,ipv6
6939,13335,-1,ipv6
6939,13786,0,ipv6
6939,14840,-1,ipv6
6939,15412,0,ipv6
6939,15830,-1,ipv6
6939,16735,0,ipv6
6939,20485,0,ipv6
6939,20495,-1,ipv6
6939,20764,0,ipv6
6939,22356,-1,ipv6
6939,23520,0,ipv6
6939,23764,-1,ipv6
6939,24482,0,ipv6
6939,28917,0,ipv6
6939,29076,-1,ipv6
6939,31133,0,ipv6
6939,31500,-1,ipv6
6939,32787,-1,ipv6
6939,33891,-1,ipv6
6939,35598,0,ipv6
6939,37100,0,ipv6
6939,37468,-1,ipv6
6939,41095,-1,ipv6
6939,50509,-1,ipv6
6939,52320,0,ipv6
6939,52468,-1,ipv6
6939,53013,-1,ipv6
6939,53062,-1,ipv6
6939,58453,-1,ipv6
6939,58717,-1,ipv6
6939,132602,-1,ipv6
6939,262589,-1,ipv6
6939,328578,-1,ipv6
7018,7843,0,ipv6
7018,7922,0,ipv6
7018,12956,0,ipv6
7018,13335,0,ipv6
7018,32787,0,ipv6
7195,7713,0,ipv6
7195,8220,0,ipv6
7195,8359,0,ipv6
7195,9002,0,ipv6
7195,9049,0,ipv6
7195,9498,0,ipv6
7195,10429,0,ipv6
7195,12389,0,ipv6
7195,13335,0,ipv6
7195,13786,-1,ipv6
7195,14840,0,ipv6
7195,15830,0,ipv6
7195,16735,0,ipv6
7195,20764,0,ipv6
7195,22356,0,ipv6
7195,24482,0,ipv6
7195,26615,0,ipv6
7195,28917,0,ipv6
7195,31133,0,ipv6
7195,31500,0,ipv6
7195,33891,0,ipv6
7195,35598,0,ipv6
7195,37100,0,ipv6
7195,50509,0,ipv6
7195,52320,0,ipv6
7195,52468,-1,ipv6
7195,53013,0,ipv6
7195,53062,-1,ipv6
7195,58453,0,ipv6
7195,262589,0,ipv6
7473,7660,0,ipv6
7473,7713,0,ipv6
7473,7922,-1,ipv6
7473,8359,0,ipv6
7473,9002,0,ipv6
7473,9304,0,ipv6
7473,9498,0,ipv6
7473,9583,-1,ipv6
7473,12389,0,ipv6
7473,13335,0,ipv6
7473,15412,0,ipv6
7473,23764,0,ipv6
7473,32787,0,ipv6
7473,33891,0,ipv6
7473,58717,-1,ipv6
7474,7473,-1,ipv6
7474,15830,0,ipv6
7474,32787,0,ipv6
7545,7660,0,ipv6
7545,7713,0,ipv6
7545,8220,0,ipv6
7545,8359,0,ipv6
7545,9002,0,ipv6
7545,9304,0,ipv6
7545,9583,0,ipv6
7545,13335,0,ipv6
7545,24482,0,ipv6
7545,37468,0,ipv6
7660,7713,0,ipv6
7660,8220,0,ipv6
7660,8359,0,ipv6
7660,9002,0,ipv6
7660,9304,0,ipv6
7660,13335,0,ipv6
7660,15412,0,ipv6
7660,15830,0,ipv6
7660,23764,0,ipv6
7660,24482,0,ipv6
7660,32787,0,ipv6
7660,41095,0,ipv6
7713,8220,0,ipv6
7713,8359,0,ipv6
7713,8529,0,ipv6
7713,9002,0,ipv6
7713,9121,0,ipv6
7713,9304,0,ipv6
7713,9498,0,ipv6
7713,9583,0,ipv6
7713,12389,0,ipv6
7713,12741,0,ipv6
7713,13335,0,ipv6
7713,13786,0,ipv6
7713,14840,0,ipv6
7713,15412,0,ipv6
7713,15830,0,ipv6
7713,20485,0,ipv6
7713,20764,0,ipv6
7713,22356,0,ipv6
7713,23764,0,ipv6
7713,24482,0,ipv6
7713,28917,0,ipv6
7713,29076,0,ipv6
7713,31133,0,ipv6
7713,31500,0,ipv6
7713,32787,0,ipv6
7713,33891,0,ipv6
7713,35598,0,ipv6
7713,37100,0,ipv6
7713,37468,0,ipv6
7713,41095,0,ipv6
7713,52320,0,ipv6
7713,58453,0,ipv6
7713,58717,0,ipv6
7713,132602,0,ipv6
7738,7843,-1,ipv6
7738,10429,0,ipv6
7738,15830,0,ipv6
7738,16735,0,ipv6
7738,26615,-1,ipv6
7738,41095,0,ipv6
7843,7922,0,ipv6
7843,8220,0,ipv6
7843,9304,0,ipv6
7843,12956,0,ipv6
7843,52320,0,ipv6
7843,58453,0,ipv6
7922,3223,-1,ipv6
7922,11164,0,ipv6
7922,12956,0,ipv6
7922,13335,0,ipv6
8220,7473,-1,ipv6
8220,8359,0,ipv6
8220,8529,0,ipv6
8220,9002,0,ipv6
8220,9121,0,ipv6
8220,9304,0,ipv6
8220,9498,0,ipv6
8220,9583,0,ipv6
8220,12389,0,ipv6
8220,13335,0,ipv6
8220,13786,0,ipv6
8220,15412,0,ipv6
8220,15830,0,ipv6
8220,16735,0,ipv6
8220,23764,0,ipv6
8220,24482,0,ipv6
8220,31133,0,ipv6
8220,32787,0,ipv6
8220,33891,0,ipv6
8220,37100,0,ipv6
8220,37468,0,ipv6
8220,41095,0,ipv6
8220,52320,0,ipv6
8220,58453,0,ipv6
8220,262589,0,ipv6
8359,9002,0,ipv6
8359,9121,0,ipv6
8359,9304,0,ipv6
8359,9498,0,ipv6
8359,13335,0,ipv6
8359,13786,0,ipv6
8359,15830,0,ipv6
8359,16735,0,ipv6
8359,20485,0,ipv6
8359,20495,0,ipv6
8359,20764,0,ipv6
8359,24482,0,ipv6
8359,28917,0,ipv6
8359,29076,-1,ipv6
8359,31133,0,ipv6
8359,31500,0,ipv6
8359,33891,0,ipv6
8359,35598,0,ipv6
8359,37100,0,ipv6
8359,37468,0,ipv6
8359,41095,0,ipv6
8359,52320,0,ipv6
8359,57304,0,ipv6
8359,58453,0,ipv6
8529,9002,0,ipv6
8529,9304,0,ipv6
8529,13335,0,ipv6
8529,20485,0,ipv6
8529,20764,0,ipv6
8529,24482,0,ipv6
8529,28917,0,ipv6
8529,37100,0,ipv6
8529,37468,0,ipv6
8529,52320,0,ipv6
9002,9049,-1,ipv6
9002,9121,0,ipv6
9002,9304,0,ipv6
9002,9498,0,ipv6
9002,9583,0,ipv6
9002,12389,0,ipv6
9002,12741,0,ipv6
9002,12956,0,ipv6
9002,13335,0,ipv6
9002,13786,0,ipv6
9002,14840,0,ipv6
9002,15412,0,ipv6
9002,15830,0,ipv6
9002,20485,0,ipv6
9002,20764,0,ipv6
9002,22356,0,ipv6
9002,23764,0,ipv6
9002,24482,0,ipv6
9002,28917,0,ipv6
9002,29076,0,ipv6
9002,31133,0,ipv6
9002,31500,0,ipv6
9002,32787,0,ipv6
9002,35598,0,ipv6
9002,37100,0,ipv6
9002,37468,0,ipv6
9002,41095,0,ipv6
9002,52320,0,ipv6
9002,57304,-1,ipv6
9002,58453,0,ipv6
9002,58717,0,ipv6
9002,132602,-1,ipv6
9002,262589,0,ipv6
9049,13335,0,ipv6
9049,20764,0,ipv6
9049,24482,0,ipv6
9049,28917,0,ipv6
9049,35598,0,ipv6
9121,12389,0,ipv6
9121,20485,0,ipv6
9121,20764,0,ipv6
9121,23764,0,ipv6
9121,28917,0,ipv6
9121,33891,0,ipv6
9121,35598,0,ipv6
9121,37468,0,ipv6
9121,52320,0,ipv6
9304,9583,0,ipv6
9304,13335,0,ipv6
9304,13786,0,ipv6
9304,15412,0,ipv6
9304,15830,0,ipv6
9304,16735,0,ipv6
9304,20764,0,ipv6
9304,22356,0,ipv6
9304,23764,0,ipv6
9304,24482,0,ipv6
9304,32787,0,ipv6
9304,33891,0,ipv6
9304,35598,0,ipv6
9304,37100,0,ipv6
9304,37468,0,ipv6
9304,41095,0,ipv6
9304,52320,0,ipv6
9304,58453,0,ipv6
9304,58717,0,ipv6
9304,132602,0,ipv6
9498,9304,-1,ipv6
9498,13335,-1,ipv6
9498,13786,0,ipv6
9498,15412,0,ipv6
9498,15830,-1,ipv6
9498,20764,0,ipv6
9498,24482,0,ipv6
9498,28917,0,ipv6
9498,31133,0,ipv6
9498,32787,-1,ipv6
9498,33891,0,ipv6
9498,35598,0,ipv6
9498,37100,0,ipv6
9498,37468,0,ipv6
9498,52320,0,ipv6
9498,58453,0,ipv6
9498,58717,-1,ipv6
9583,13335,0,ipv6
9583,20764,0,ipv6
9583,24482,0,ipv6
9583,28917,0,ipv6
9583,33891,0,ipv6
9583,35598,0,ipv6
9583,37100,0,ipv6
9583,37468,0,ipv6
9583,52320,0,ipv6
10429,13335,0,ipv6
10429,16735,0,ipv6
10429,22356,0,ipv6
10429,26615,0,ipv6
10429,52320,0,ipv6
10429,52468,0,ipv6
11164,15412,0,ipv6
11537,7660,-1,ipv6
12389,3216,-1,ipv6
12389,9049,-1,ipv6
12389,13335,0,ipv6
12389,15412,0,ipv6
12389,20485,0,ipv6
12389,20764,0,ipv6
12389,24482,0,ipv6
12389,28917,0,ipv6
12389,29076,-1,ipv6
12389,31133,-1,ipv6
12389,31500,-1,ipv6
12389,33891,0,ipv6
12389,35598,0,ipv6
12741,20764,0,ipv6
12741,24482,0,ipv6
12741,28917,0,ipv6
12741,35598,0,ipv6
12741,37100,0,ipv6
12741,37468,0,ipv6
12741,52320,0,ipv6
12956,10429,-1,ipv6
12956,13335,0,ipv6
12956,15830,0,ipv6
12956,23764,0,ipv6
12956,32787,0,ipv6
12956,37468,0,ipv6
12956,52468,-1,ipv6
12956,262589,-1,ipv6
13335,13786,0,ipv6
13335,14840,0,ipv6
13335,15412,0,ipv6
13335,20485,0,ipv6
13335,23764,0,ipv6
13335,24482,0,ipv6
13335,28917,0,ipv6
13335,33891,0,ipv6
13335,35598,0,ipv6
13335,41095,0,ipv6
13335,52320,0,ipv6
13335,52468,0,ipv6
13335,53062,0,ipv6
13335,58453,0,ipv6
13335,58717,0,ipv6
13335,132602,0,ipv6
13335,262589,0,ipv6
13335,328578,0,ipv6
13786,15830,0,ipv6
13786,16735,0,ipv6
13786,22356,0,ipv6
13786,24482,0,ipv6
13786,32787,0,ipv6
13786,33891,0,ipv6
13786,37468,0,ipv6
13786,41095,0,ipv6
13786,52320,0,ipv6
13786,52468,0,ipv6
13786,58453,0,ipv6
13786,262589,0,ipv6
14840,1031,-1,ipv6
14840,16735,0,ipv6
14840,20764,0,ipv6
14840,24482,0,ipv6
14840,28917,0,ipv6
14840,35598,0,ipv6
14840,37100,0,ipv6
14840,37468,0,ipv6
14840,52320,0,ipv6
15412,15830,0,ipv6
15412,24482,0,ipv6
15412,32787,0,ipv6
15412,37100,0,ipv6
15412,37468,0,ipv6
15412,41095,0,ipv6
15830,16735,0,ipv6
15830,20495,0,ipv6
15830,20764,0,ipv6
15830,24482,0,ipv6
15830,28917,0,ipv6
15830,33891,0,ipv6
15830,34984,0,ipv6
15830,35598,0,ipv6
15830,37100,0,ipv6
15830,37468,0,ipv6
15830,52320,0,ipv6
16735,13335,-1,ipv6
16735,22356,0,ipv6
16735,23520,0,ipv6
16735,24482,0,ipv6
16735,26615,0,ipv6
16735,32787,0,ipv6
16735,37468,0,ipv6
16735,41095,0,ipv6
16735,52320,0,ipv6
16735,52468,0,ipv6
16735,53013,-1,ipv6
16735,58453,0,ipv6
16735,262589,0,ipv6
20485,9049,-1,ipv6
20485,20495,0,ipv6
20485,24482,0,ipv6
20485,31133,0,ipv6
20485,32787,0,ipv6
20485,33891,0,ipv6
20485,35598,0,ipv6
20485,37100,0,ipv6
20485,37468,0,ipv6
20485,52320,0,ipv6
20495,3223,-1,ipv6
20495,20764,0,ipv6
20495,23764,0,ipv6
20495,24482,0,ipv6
20495,28917,0,ipv6
20495,35598,0,ipv6
20495,37100,0,ipv6
20495,37468,0,ipv6
20495,52320,0,ipv6
20764,13335,-1,ipv6
20764,22356,0,ipv6
20764,23764,0,ipv6
20764,24482,0,ipv6
20764,28917,0,ipv6
20764,31133,0,ipv6
20764,31500,0,ipv6
20764,32787,0,ipv6
20764,33891,0,ipv6
20764,35598,0,ipv6
20764,37100,0,ipv6
20764,37468,0,ipv6
20764,50509,0,ipv6
20764,52320,0,ipv6
20764,58453,0,ipv6
20764,262589,0,ipv6
22356,1031,-1,ipv6
22356,24482,0,ipv6
22356,28917,0,ipv6
22356,35598,0,ipv6
22356,37100,0,ipv6
22356,37468,0,ipv6
22356,41095,0,ipv6
22356,52320,0,ipv6
22356,52468,-1,ipv6
23520,52320,0,ipv6
23520,52468,0,ipv6
23764,12389,-1,ipv6
23764,24482,0,ipv6
23764,26615,0,ipv6
23764,28917,0,ipv6
23764,31133,-1,ipv6
23764,35598,0,ipv6
23764,37100,0,ipv6
23764,37468,0,ipv6
23764,41095,0,ipv6
23764,52320,0,ipv6
23764,58453,0,ipv6
23764,132602,0,ipv6
24482,28917,0,ipv6
24482,29076,0,ipv6
24482,31133,0,ipv6
24482,31500,0,ipv6
24482,32787,0,ipv6
24482,33891,0,ipv6
24482,35598,0,ipv6
24482,37100,0,ipv6
24482,37468,0,ipv6
24482,41095,0,ipv6
24482,50509,0,ipv6
24482,52320,0,ipv6
24482,52468,0,ipv6
24482,53013,0,ipv6
24482,53062,0,ipv6
24482,58453,0,ipv6
24482,58717,0,ipv6
24482,132602,0,ipv6
24482,262589,0,ipv6
26615,53062,0,ipv6
28917,29076,0,ipv6
28917,31133,0,ipv6
28917,31500,0,ipv6
28917,33891,0,ipv6
28917,35598,0,ipv6
28917,37100,0,ipv6
28917,37468,0,ipv6
28917,41095,0,ipv6
28917,50509,0,ipv6
28917,52320,0,ipv6
28917,58453,0,ipv6
28917,58717,0,ipv6
28917,262589,0,ipv6
29076,35598,0,ipv6
29076,37100,0,ipv6
29076,37468,0,ipv6
29076,52320,0,ipv6
31133,29076,-1,ipv6
31133,31500,-1,ipv6
31133,33891,0,ipv6
31133,35598,-1,ipv6
31133,37100,0,ipv6
31133,58453,0,ipv6
31500,37100,0,ipv6
31500,37468,0,ipv6
31500,52320,0,ipv6
32787,35598,0,ipv6
32787,37100,0,ipv6
32787,37468,0,ipv6
32787,52320,0,ipv6
