source,target,rel,type
2914,1273,0,ipv6
2914,4637,0,ipv6
2914,4455,0,ipv6
13335,9304,0,ipv6
13335,1273,0,ipv6
13335,20764,0,ipv6
13335,8359,0,ipv6
13335,2497,0,ipv6
13335,8220,0,ipv6
13335,20485,0,ipv6
13335,26615,0,ipv6
13335,4455,0,ipv6
13335,23764,0,ipv6
13335,4230,0,ipv6
13335,701,0,ipv6
13335,7545,0,ipv6
13335,58453,0,ipv6
13335,1031,0,ipv6
13335,61568,0,ipv6
13335,6830,0,ipv6
13335,7922,0,ipv6
13335,6939,0,ipv6
13335,5405,0,ipv6
13335,7018,0,ipv6
13335,7195,0,ipv6
13335,11164,0,ipv6
13335,3491,0,ipv6
13335,15412,0,ipv6
13335,6461,0,ipv6
13335,7713,0,ipv6
13335,35598,0,ipv6
13335,13786,0,ipv6
13335,28917,0,ipv6
13335,33891,0,ipv6
13335,9583,0,ipv6
13335,7660,0,ipv6
8359,2497,0,ipv6
8359,6939,0,ipv6
8359,16735,0,ipv6
8359,264409,0,ipv6
8359,5405,0,ipv6
8359,9498,0,ipv6
8359,7195,0,ipv6
8359,8220,0,ipv6
8359,9304,0,ipv6
8359,4637,0,ipv6
8359,20495,0,ipv6
8359,20764,0,ipv6
8359,22356,0,ipv6
8359,64049,0,ipv6
8359,37100,0,ipv6
8359,14840,0,ipv6
8359,13786,0,ipv6
8359,31133,0,ipv6
8359,37468,0,ipv6
8359,7545,0,ipv6
8359,4230,0,ipv6
8359,57304,0,ipv6
8359,58453,0,ipv6
8359,1031,0,ipv6
8359,267613,0,ipv6
8359,33891,0,ipv6
8359,9121,0,ipv6
8359,3491,0,ipv6
8359,20485,0,ipv6
8359,4766,0,ipv6
8359,4455,0,ipv6
8359,23764,0,ipv6
8359,15412,0,ipv6
8359,6461,0,ipv6
8359,262589,0,ipv6
8359,7713,0,ipv6
8359,3216,0,ipv6
8359,15830,0,ipv6
23520,7195,0,ipv6
23520,262589,0,ipv6
23520,16735,0,ipv6
23520,12956,0,ipv6
23520,3356,0,ipv6
3257,4637,0,ipv6
3257,1273,0,ipv6
3257,2497,0,ipv6
3257,7922,0,ipv6
3257,4766,0,ipv6
3257,57304,0,ipv6
23764,9121,0,ipv6
23764,7660,0,ipv6
23764,33891,0,ipv6
23764,267613,0,ipv6
23764,61568,0,ipv6
23764,1031,0,ipv6
23764,13786,0,ipv6
23764,28917,0,ipv6
23764,132602,0,ipv6
23764,35598,0,ipv6
23764,3216,0,ipv6
23764,7713,0,ipv6
23764,6461,0,ipv6
23764,4455,0,ipv6
23764,4766,0,ipv6
23764,7195,0,ipv6
23764,8220,0,ipv6
23764,9498,0,ipv6
23764,5405,0,ipv6
23764,12389,0,ipv6
23764,22356,0,ipv6
23764,20764,0,ipv6
23764,4826,0,ipv6
23764,20495,0,ipv6
23764,4637,0,ipv6
23764,9304,0,ipv6
1031,13786,0,ipv6
1031,37100,0,ipv6
1031,35598,0,ipv6
1031,9583,0,ipv6
1031,33891,0,ipv6
1031,267613,0,ipv6
1031,58453,0,ipv6
1031,4230,0,ipv6
1031,37468,0,ipv6
1031,4455,0,ipv6
1031,15830,0,ipv6
1031,3216,0,ipv6
1031,262589,0,ipv6
1031,6461,0,ipv6
1031,5405,0,ipv6
1031,264409,0,ipv6
1031,6939,0,ipv6
1031,16735,0,ipv6
1031,7195,0,ipv6
1031,9498,0,ipv6
1031,4826,0,ipv6
1031,20764,0,ipv6
1031,8529,0,ipv6
1031,9304,0,ipv6
1031,64049,0,ipv6
1031,22356,0,ipv6
7195,5405,0,ipv6
7195,9498,0,ipv6
7195,22356,0,ipv6
7195,64049,0,ipv6
7195,35598,0,ipv6
7195,28917,0,ipv6
7195,57304,0,ipv6
7195,33891,0,ipv6
7195,267613,0,ipv6
7195,15412,0,ipv6
7195,3549,0,ipv6
7195,15830,0,ipv6
7195,16735,0,ipv6
7195,10429,0,ipv6
7195,8220,0,ipv6
7195,9304,0,ipv6
7195,6830,0,ipv6
7195,61568,0,ipv6
7195,26615,0,ipv6
7195,4455,0,ipv6
7195,262589,0,ipv6
7195,6939,0,ipv6
7195,58717,0,ipv6
7195,8529,0,ipv6
7195,37100,0,ipv6
7195,9583,0,ipv6
7195,29076,0,ipv6
7195,7713,0,ipv6
7195,4826,0,ipv6
7195,20764,0,ipv6
7195,31133,0,ipv6
7195,14840,0,ipv6
7195,58453,0,ipv6
7195,37468,0,ipv6
7195,4230,0,ipv6
7195,20485,0,ipv6
7195,3216,0,ipv6
1221,3356,0,ipv6
8529,4826,0,ipv6
8529,20764,0,ipv6
8529,4455,0,ipv6
8529,28917,0,ipv6
8529,5405,0,ipv6
8529,2497,0,ipv6
8529,9304,0,ipv6
8529,35598,0,ipv6
8529,37100,0,ipv6
8529,20485,0,ipv6
8529,3216,0,ipv6
8529,61568,0,ipv6
8529,64049,0,ipv6
8529,8220,0,ipv6
8529,33891,0,ipv6
8529,6461,0,ipv6
8529,37468,0,ipv6
8529,7713,0,ipv6
55836,4755,0,ipv6
3491,7713,0,ipv6
3491,4766,0,ipv6
3491,15412,0,ipv6
3491,7660,0,ipv6
3491,37468,0,ipv6
3491,58453,0,ipv6
3491,7843,0,ipv6
3491,1273,0,ipv6
3491,7922,0,ipv6
3491,9304,0,ipv6
3491,4637,0,ipv6
3491,11164,0,ipv6
3491,8220,0,ipv6
3491,2497,0,ipv6
701,4637,0,ipv6
701,6939,0,ipv6
701,7922,0,ipv6
33891,8220,0,ipv6
33891,61832,0,ipv6
33891,264409,0,ipv6
33891,1273,0,ipv6
33891,20764,0,ipv6
33891,4826,0,ipv6
33891,9304,0,ipv6
33891,4637,0,ipv6
33891,61568,0,ipv6
33891,6830,0,ipv6
33891,9121,0,ipv6
33891,7545,0,ipv6
33891,37468,0,ipv6
33891,4230,0,ipv6
33891,58453,0,ipv6
33891,14840,0,ipv6
33891,31133,0,ipv6
33891,3216,0,ipv6
33891,262589,0,ipv6
33891,4455,0,ipv6
33891,20485,0,ipv6
33891,9498,0,ipv6
33891,12389,0,ipv6
33891,6939,0,ipv6
33891,5405,0,ipv6
33891,64049,0,ipv6
33891,22356,0,ipv6
33891,20495,0,ipv6
33891,58717,0,ipv6
33891,267613,0,ipv6
33891,9583,0,ipv6
33891,132602,0,ipv6
33891,13786,0,ipv6
33891,28917,0,ipv6
33891,35598,0,ipv6
33891,37100,0,ipv6
33891,15830,0,ipv6
33891,6461,0,ipv6
33891,7713,0,ipv6
33891,4766,0,ipv6
33891,15412,0,ipv6
4826,64049,0,ipv6
4826,58717,0,ipv6
4826,57304,0,ipv6
4826,9583,0,ipv6
4826,267613,0,ipv6
4826,132602,0,ipv6
4826,13786,0,ipv6
4826,7713,0,ipv6
4826,6461,0,ipv6
4826,15412,0,ipv6
4826,4766,0,ipv6
4826,2497,0,ipv6
4826,264409,0,ipv6
4826,6453,0,ipv6
4826,9304,0,ipv6
4826,37468,0,ipv6
4826,7545,0,ipv6
4826,262589,0,ipv6
4826,4455,0,ipv6
1273,20485,0,ipv6
1273,4637,0,ipv6
1273,12956,0,ipv6
1273,15412,0,ipv6
1273,7922,0,ipv6
1273,4766,0,ipv6
1273,6461,0,ipv6
1273,7843,0,ipv6
1273,6453,0,ipv6
1273,3320,0,ipv6
1273,5511,0,ipv6
1273,2497,0,ipv6
1273,6939,0,ipv6
1273,58453,0,ipv6
1273,6762,0,ipv6
1273,6830,0,ipv6
1273,8220,0,ipv6
4637,2497,0,ipv6
4637,6939,0,ipv6
4637,5405,0,ipv6
4637,6762,0,ipv6
4637,11164,0,ipv6
4637,8220,0,ipv6
4637,9304,0,ipv6
4637,7922,0,ipv6
4637,20764,0,ipv6
4637,5511,0,ipv6
4637,6453,0,ipv6
4637,37100,0,ipv6
4637,35598,0,ipv6
4637,31133,0,ipv6
4637,37468,0,ipv6
4637,58453,0,ipv6
4637,57304,0,ipv6
4637,7660,0,ipv6
4637,6830,0,ipv6
4637,4766,0,ipv6
4637,15412,0,ipv6
4637,12956,0,ipv6
4637,4455,0,ipv6
4637,7713,0,ipv6
4637,3320,0,ipv6
4637,3216,0,ipv6
22356,6939,0,ipv6
22356,5405,0,ipv6
22356,61832,0,ipv6
22356,9498,0,ipv6
22356,9304,0,ipv6
22356,20764,0,ipv6
22356,64049,0,ipv6
22356,37100,0,ipv6
22356,35598,0,ipv6
22356,28917,0,ipv6
22356,13786,0,ipv6
22356,4230,0,ipv6
22356,37468,0,ipv6
22356,58453,0,ipv6
22356,267613,0,ipv6
22356,61568,0,ipv6
22356,20485,0,ipv6
22356,4455,0,ipv6
22356,26615,0,ipv6
22356,6461,0,ipv6
22356,7713,0,ipv6
22356,15830,0,ipv6
22356,3216,0,ipv6
267613,20485,0,ipv6
267613,3216,0,ipv6
267613,14840,0,ipv6
267613,31133,0,ipv6
267613,37468,0,ipv6
267613,58453,0,ipv6
267613,20764,0,ipv6
267613,264409,0,ipv6
267613,7713,0,ipv6
267613,37100,0,ipv6
267613,9583,0,ipv6
267613,6939,0,ipv6
267613,4455,0,ipv6
267613,262589,0,ipv6
267613,61568,0,ipv6
267613,16735,0,ipv6
267613,8220,0,ipv6
267613,52468,0,ipv6
267613,15830,0,ipv6
267613,35598,0,ipv6
267613,13786,0,ipv6
267613,28917,0,ipv6
267613,64049,0,ipv6
267613,5405,0,ipv6
267613,9498,0,ipv6
37468,264409,0,ipv6
37468,20764,0,ipv6
37468,31133,0,ipv6
37468,14840,0,ipv6
37468,58453,0,ipv6
37468,7545,0,ipv6
37468,20485,0,ipv6
37468,3216,0,ipv6
37468,6939,0,ipv6
37468,58717,0,ipv6
37468,37100,0,ipv6
37468,132602,0,ipv6
37468,9583,0,ipv6
37468,29076,0,ipv6
37468,7713,0,ipv6
37468,2497,0,ipv6
37468,16735,0,ipv6
37468,8220,0,ipv6
37468,9304,0,ipv6
37468,9121,0,ipv6
37468,26615,0,ipv6
37468,4455,0,ipv6
37468,5405,0,ipv6
37468,9498,0,ipv6
37468,20495,0,ipv6
37468,64049,0,ipv6
37468,35598,0,ipv6
37468,28917,0,ipv6
37468,13786,0,ipv6
37468,57304,0,ipv6
37468,52468,0,ipv6
37468,15412,0,ipv6
37468,4766,0,ipv6
37468,6461,0,ipv6
37468,15830,0,ipv6
20495,6830,0,ipv6
20495,61568,0,ipv6
20495,9498,0,ipv6
20495,28917,0,ipv6
20495,31133,0,ipv6
20495,5405,0,ipv6
20495,6939,0,ipv6
20495,37100,0,ipv6
20495,35598,0,ipv6
20495,15830,0,ipv6
20495,3216,0,ipv6
20495,7713,0,ipv6
20495,6461,0,ipv6
20495,15412,0,ipv6
20495,4455,0,ipv6
20495,20764,0,ipv6
20495,20485,0,ipv6
6830,15830,0,ipv6
6830,7843,0,ipv6
6830,7922,0,ipv6
6830,15412,0,ipv6
6830,4766,0,ipv6
6830,8220,0,ipv6
6830,57304,0,ipv6
6830,6939,0,ipv6
6830,2497,0,ipv6
20485,9121,0,ipv6
20485,58453,0,ipv6
20485,31133,0,ipv6
20485,14840,0,ipv6
20485,3216,0,ipv6
20485,4455,0,ipv6
20485,61832,0,ipv6
20485,2497,0,ipv6
20485,57304,0,ipv6
20485,28917,0,ipv6
20485,35598,0,ipv6
20485,37100,0,ipv6
20485,15830,0,ipv6
20485,7713,0,ipv6
20485,6461,0,ipv6
20485,15412,0,ipv6
20485,4766,0,ipv6
20485,9498,0,ipv6
20485,5405,0,ipv6
20485,6939,0,ipv6
20485,12389,0,ipv6
20485,64049,0,ipv6
20485,58717,0,ipv6
15412,8220,0,ipv6
15412,11164,0,ipv6
15412,12389,0,ipv6
15412,5405,0,ipv6
15412,2497,0,ipv6
15412,64049,0,ipv6
15412,6453,0,ipv6
15412,58453,0,ipv6
15412,3216,0,ipv6
15412,3320,0,ipv6
15412,15830,0,ipv6
15412,6461,0,ipv6
15412,4766,0,ipv6
15412,4455,0,ipv6
4766,20764,0,ipv6
4766,7922,0,ipv6
4766,6762,0,ipv6
4766,2497,0,ipv6
4766,12389,0,ipv6
4766,6461,0,ipv6
4766,3216,0,ipv6
4766,3320,0,ipv6
4766,58453,0,ipv6
4766,31133,0,ipv6
4766,13786,0,ipv6
3549,6762,0,ipv6
3549,10429,0,ipv6
262589,37100,0,ipv6
262589,35598,0,ipv6
262589,16735,0,ipv6
262589,6939,0,ipv6
262589,13786,0,ipv6
262589,28917,0,ipv6
262589,5405,0,ipv6
262589,58453,0,ipv6
262589,10429,0,ipv6
262589,61568,0,ipv6
262589,8220,0,ipv6
262589,3356,0,ipv6
262589,20764,0,ipv6
262589,26615,0,ipv6
262589,4455,0,ipv6
262589,6461,0,ipv6
262589,7713,0,ipv6
262589,3216,0,ipv6
6453,2497,0,ipv6
6453,6939,0,ipv6
6453,7922,0,ipv6
6453,58453,0,ipv6
6453,57304,0,ipv6
2497,6461,0,ipv6
2497,7713,0,ipv6
2497,3320,0,ipv6
2497,1299,0,ipv6
2497,3216,0,ipv6
2497,9304,0,ipv6
2497,7018,0,ipv6
2497,58453,0,ipv6
2497,9498,0,ipv6
2497,9121,0,ipv6
2497,11164,0,ipv6
2497,8220,0,ipv6
2497,37100,0,ipv6
2497,12389,0,ipv6
2497,6939,0,ipv6
2497,16735,0,ipv6
61832,5405,0,ipv6
61832,28917,0,ipv6
61832,6939,0,ipv6
61832,37100,0,ipv6
61832,35598,0,ipv6
61832,61568,0,ipv6
61832,10429,0,ipv6
61832,4455,0,ipv6
61832,20764,0,ipv6
61832,26615,0,ipv6
61832,7713,0,ipv6
7843,12956,0,ipv6
7843,11164,0,ipv6
7843,8220,0,ipv6
7843,7922,0,ipv6
7843,7018,0,ipv6
7843,9304,0,ipv6
7843,6461,0,ipv6
7843,58453,0,ipv6
264409,9304,0,ipv6
264409,4455,0,ipv6
264409,20764,0,ipv6
264409,7713,0,ipv6
264409,3216,0,ipv6
264409,35598,0,ipv6
264409,37100,0,ipv6
264409,6939,0,ipv6
264409,16735,0,ipv6
264409,5405,0,ipv6
264409,58453,0,ipv6
264409,61568,0,ipv6
6461,3216,0,ipv6
6461,31133,0,ipv6
6461,58453,0,ipv6
6461,6939,0,ipv6
6461,29076,0,ipv6
6461,7713,0,ipv6
6461,37100,0,ipv6
6461,9304,0,ipv6
6461,8220,0,ipv6
6461,4455,0,ipv6
6461,61568,0,ipv6
6461,9121,0,ipv6
6461,7922,0,ipv6
6461,5405,0,ipv6
6461,11164,0,ipv6
6461,28917,0,ipv6
57304,58453,0,ipv6
57304,4230,0,ipv6
57304,13786,0,ipv6
57304,132602,0,ipv6
57304,12956,0,ipv6
57304,9498,0,ipv6
57304,6762,0,ipv6
57304,64049,0,ipv6
57304,5511,0,ipv6
57304,9304,0,ipv6
4455,9121,0,ipv6
4455,61568,0,ipv6
4455,8220,0,ipv6
4455,9304,0,ipv6
4455,35598,0,ipv6
4455,13786,0,ipv6
4455,28917,0,ipv6
4455,15830,0,ipv6
4455,9498,0,ipv6
4455,5405,0,ipv6
4455,64049,0,ipv6
4455,58453,0,ipv6
4455,14840,0,ipv6
4455,3216,0,ipv6
4455,20764,0,ipv6
4455,37100,0,ipv6
4455,7713,0,ipv6
4455,29076,0,ipv6
4455,6939,0,ipv6
4455,58717,0,ipv6
7713,8220,0,ipv6
7713,9304,0,ipv6
7713,9121,0,ipv6
7713,9498,0,ipv6
7713,5405,0,ipv6
7713,64049,0,ipv6
7713,35598,0,ipv6
7713,28917,0,ipv6
7713,15830,0,ipv6
7713,20764,0,ipv6
7713,58453,0,ipv6
7713,7545,0,ipv6
7713,31133,0,ipv6
7713,14840,0,ipv6
7713,3216,0,ipv6
7713,6939,0,ipv6
7713,5511,0,ipv6
7713,58717,0,ipv6
7713,9583,0,ipv6
7713,37100,0,ipv6
7713,132602,0,ipv6
7713,29076,0,ipv6
3356,26615,0,ipv6
3356,10429,0,ipv6
3356,9498,0,ipv6
3356,7474,0,ipv6
3356,7545,0,ipv6
34984,9121,0,ipv6
3320,8220,0,ipv6
3320,6939,0,ipv6
3320,7922,0,ipv6
3320,4230,0,ipv6
13786,52468,0,ipv6
13786,15830,0,ipv6
13786,14840,0,ipv6
13786,58453,0,ipv6
13786,61568,0,ipv6
13786,9304,0,ipv6
13786,64049,0,ipv6
13786,16735,0,ipv6
13786,6939,0,ipv6
13786,9498,0,ipv6
13786,8220,0,ipv6
8220,9304,0,ipv6
8220,16735,0,ipv6
8220,3216,0,ipv6
8220,9121,0,ipv6
8220,58453,0,ipv6
8220,31133,0,ipv6
8220,64049,0,ipv6
8220,5511,0,ipv6
8220,58717,0,ipv6
8220,9498,0,ipv6
8220,5405,0,ipv6
8220,6939,0,ipv6
8220,12389,0,ipv6
8220,15830,0,ipv6
8220,9583,0,ipv6
8220,7660,0,ipv6
8220,37100,0,ipv6
1299,7922,0,ipv6
64049,61568,0,ipv6
64049,3216,0,ipv6
64049,9583,0,ipv6
64049,9304,0,ipv6
64049,35598,0,ipv6
64049,37100,0,ipv6
64049,6939,0,ipv6
64049,20764,0,ipv6
64049,5405,0,ipv6
7922,174,0,ipv6
7922,9304,0,ipv6
7922,6939,0,ipv6
7922,12956,0,ipv6
7922,7018,0,ipv6
7922,6762,0,ipv6
7922,11164,0,ipv6
28917,14840,0,ipv6
28917,31133,0,ipv6
28917,58453,0,ipv6
28917,61568,0,ipv6
28917,9304,0,ipv6
28917,20764,0,ipv6
28917,29076,0,ipv6
28917,15830,0,ipv6
28917,37100,0,ipv6
28917,35598,0,ipv6
28917,58717,0,ipv6
28917,12389,0,ipv6
28917,6939,0,ipv6
28917,5405,0,ipv6
28917,9498,0,ipv6
4230,10429,0,ipv6
4230,6939,0,ipv6
4230,16735,0,ipv6
4230,15830,0,ipv6
4230,26615,0,ipv6
7545,6939,0,ipv6
7545,7660,0,ipv6
7545,9304,0,ipv6
53062,26615,0,ipv6
53062,6939,0,ipv6
53062,61568,0,ipv6
6762,6939,0,ipv6
35598,14840,0,ipv6
35598,58453,0,ipv6
35598,20764,0,ipv6
35598,37100,0,ipv6
35598,9583,0,ipv6
35598,29076,0,ipv6
35598,58717,0,ipv6
35598,9121,0,ipv6
35598,61568,0,ipv6
35598,9304,0,ipv6
35598,15830,0,ipv6
35598,5405,0,ipv6
35598,9498,0,ipv6
9121,20764,0,ipv6
9121,6939,0,ipv6
9121,31133,0,ipv6
9121,5405,0,ipv6
37100,20764,0,ipv6
37100,31133,0,ipv6
37100,14840,0,ipv6
37100,58453,0,ipv6
37100,3216,0,ipv6
37100,6939,0,ipv6
37100,58717,0,ipv6
37100,9583,0,ipv6
37100,29076,0,ipv6
37100,9304,0,ipv6
37100,61568,0,ipv6
37100,5405,0,ipv6
37100,9498,0,ipv6
37100,15830,0,ipv6
7660,9304,0,ipv6
7660,15830,0,ipv6
7660,6939,0,ipv6
7660,58453,0,ipv6
31133,58453,0,ipv6
31133,61568,0,ipv6
31133,29076,0,ipv6
31133,3216,0,ipv6
31133,9498,0,ipv6
31133,12389,0,ipv6
31133,6939,0,ipv6
31133,5405,0,ipv6
31133,20764,0,ipv6
7018,6939,0,ipv6
58453,5405,0,ipv6
58453,16735,0,ipv6
58453,6939,0,ipv6
58453,9498,0,ipv6
58453,9304,0,ipv6
58453,20764,0,ipv6
58453,14840,0,ipv6
58453,9583,0,ipv6
58453,61568,0,ipv6
58453,52468,0,ipv6
58453,12956,0,ipv6
58453,3216,0,ipv6
58453,15830,0,ipv6
15830,61568,0,ipv6
15830,52468,0,ipv6
15830,3216,0,ipv6
15830,16735,0,ipv6
15830,6939,0,ipv6
15830,5405,0,ipv6
15830,20764,0,ipv6
15830,9304,0,ipv6
9304,16735,0,ipv6
9304,20764,0,ipv6
9304,14840,0,ipv6
9304,61568,0,ipv6
9304,3216,0,ipv6
9304,6939,0,ipv6
9304,5405,0,ipv6
9304,58717,0,ipv6
9304,132602,0,ipv6
9304,9583,0,ipv6
132602,9498,0,ipv6
9583,20764,0,ipv6
9583,3216,0,ipv6
9583,5405,0,ipv6
9583,6939,0,ipv6
9583,61568,0,ipv6
3216,6939,0,ipv6
3216,20764,0,ipv6
3216,5405,0,ipv6
3216,12389,0,ipv6
3216,9498,0,ipv6
3216,61568,0,ipv6
5405,29076,0,ipv6
5405,58717,0,ipv6
5405,6939,0,ipv6
5405,14840,0,ipv6
5405,20764,0,ipv6
5405,9498,0,ipv6
5405,61568,0,ipv6
10429,26615,0,ipv6
10429,16735,0,ipv6
61568,6939,0,ipv6
61568,20764,0,ipv6
61568,14840,0,ipv6
61568,9498,0,ipv6
61568,52468,0,ipv6
61568,16735,0,ipv6
61568,26615,0,ipv6
29076,20764,0,ipv6
29076,6939,0,ipv6
52468,16735,0,ipv6
52468,6939,0,ipv6
58717,20764,0,ipv6
11164,6939,0,ipv6
9498,6939,0,ipv6
9498,4755,0,ipv6
9498,20764,0,ipv6
9498,16735,0,ipv6
16735,26615,0,ipv6
16735,6939,0,ipv6
26615,6939,0,ipv6
5511,6939,0,ipv6
6939,12956,0,ipv6
6939,14840,0,ipv6
14840,20764,0,ipv6
174,701,0,ipv6
174,1273,0,ipv6
174,1299,0,ipv6
174,2497,-1,ipv6
174,2914,0,ipv6
174,3216,-1,ipv6
174,3257,0,ipv6
174,3303,-1,ipv6
174,3320,0,ipv6
174,3356,0,ipv6
174,3491,0,ipv6
174,4230,-1,ipv6
174,4766,-1,ipv6
174,5511,0,ipv6
174,6453,0,ipv6
174,6461,0,ipv6
174,6762,0,ipv6
174,6830,0,ipv6
174,7018,0,ipv6
174,7195,-1,ipv6
174,7545,-1,ipv6
174,7713,-1,ipv6
174,7922,0,ipv6
174,8529,-1,ipv6
174,9304,-1,ipv6
174,9498,-1,ipv6
174,9583,-1,ipv6
174,12389,-1,ipv6
174,12741,-1,ipv6
174,12956,0,ipv6
174,13335,-1,ipv6
174,13786,-1,ipv6
174,14840,-1,ipv6
174,15412,-1,ipv6
174,15830,-1,ipv6
174,16735,-1,ipv6
174,20485,-1,ipv6
174,20495,-1,ipv6
174,20764,-1,ipv6
174,23520,-1,ipv6
174,23764,-1,ipv6
174,31133,-1,ipv6
174,35598,-1,ipv6
174,37100,-1,ipv6
174,37468,-1,ipv6
174,52320,-1,ipv6
174,52468,-1,ipv6
174,53013,-1,ipv6
174,58453,-1,ipv6
174,58717,-1,ipv6
174,262589,-1,ipv6
701,1273,0,ipv6
701,1299,0,ipv6
701,2497,0,ipv6
701,2914,0,ipv6
701,3257,0,ipv6
701,3320,0,ipv6
701,3491,0,ipv6
701,4230,0,ipv6
701,4637,0,ipv6
701,4766,0,ipv6
701,5511,0,ipv6
701,6453,0,ipv6
701,6461,0,ipv6
701,6762,0,ipv6
701,6830,0,ipv6
701,6939,0,ipv6
701,7018,0,ipv6
701,7843,0,ipv6
701,7922,0,ipv6
701,12956,0,ipv6
701,13335,0,ipv6
1031,4230,0,ipv6
1031,4455,0,ipv6
1031,4826,0,ipv6
1031,5405,0,ipv6
1031,6461,0,ipv6
1031,6939,0,ipv6
1031,7195,0,ipv6
1031,8359,0,ipv6
1031,8529,0,ipv6
1031,9002,0,ipv6
1031,9304,0,ipv6
1031,9498,0,ipv6
1031,10429,0,ipv6
1031,12741,0,ipv6
1031,13335,0,ipv6
1031,13786,0,ipv6
1031,15830,0,ipv6
1031,20764,0,ipv6
1031,23764,0,ipv6
1031,24482,0,ipv6
1031,31500,0,ipv6
1031,32787,0,ipv6
1031,33891,0,ipv6
1031,37100,0,ipv6
1031,37468,0,ipv6
1031,52320,0,ipv6
1221,3356,0,ipv6
1221,7474,0,ipv6
1221,13335,0,ipv6
1221,15830,0,ipv6
1221,32787,0,ipv6
1273,1299,0,ipv6
1273,2497,0,ipv6
1273,2914,0,ipv6
1273,3216,-1,ipv6
1273,3257,0,ipv6
1273,3303,0,ipv6
1273,3320,0,ipv6
1273,3491,0,ipv6
1273,4637,0,ipv6
1273,5511,0,ipv6
1273,6453,0,ipv6
1273,6461,0,ipv6
1273,6762,0,ipv6
1273,6830,0,ipv6
1273,6939,0,ipv6
1273,7473,0,ipv6
1273,7843,0,ipv6
1273,7922,0,ipv6
1273,8220,0,ipv6
1273,9002,0,ipv6
1273,9304,0,ipv6
1273,12389,0,ipv6
1273,12956,0,ipv6
1273,13335,0,ipv6
1273,31500,-1,ipv6
1273,32787,0,ipv6
1273,33891,0,ipv6
1273,41095,0,ipv6
1273,58453,0,ipv6
1299,2497,0,ipv6
1299,2914,0,ipv6
1299,3216,-1,ipv6
1299,3223,-1,ipv6
1299,3257,0,ipv6
1299,3320,0,ipv6
1299,3491,0,ipv6
1299,4230,0,ipv6
1299,4455,-1,ipv6
1299,4637,0,ipv6
1299,4766,-1,ipv6
1299,4826,-1,ipv6
1299,5405,-1,ipv6
1299,5511,0,ipv6
1299,6453,0,ipv6
1299,6461,0,ipv6
1299,6762,0,ipv6
1299,6830,0,ipv6
1299,6939,0,ipv6
1299,7018,0,ipv6
1299,7195,-1,ipv6
1299,7473,-1,ipv6
1299,7545,-1,ipv6
1299,7713,-1,ipv6
1299,7843,-1,ipv6
1299,7922,0,ipv6
1299,8220,-1,ipv6
1299,8359,-1,ipv6
1299,9002,0,ipv6
1299,9049,-1,ipv6
1299,9121,-1,ipv6
1299,9498,-1,ipv6
1299,9583,-1,ipv6
1299,12389,-1,ipv6
1299,12956,0,ipv6
1299,13335,-1,ipv6
1299,14840,0,ipv6
1299,15412,-1,ipv6
1299,15830,-1,ipv6
1299,20485,-1,ipv6
1299,23520,-1,ipv6
1299,23764,-1,ipv6
1299,29076,0,ipv6
1299,31133,-1,ipv6
1299,32787,-1,ipv6
1299,33891,-1,ipv6
1299,35598,-1,ipv6
1299,37100,0,ipv6
1299,37468,0,ipv6
1299,46887,-1,ipv6
1299,52320,-1,ipv6
1299,52468,-1,ipv6
1299,58453,0,ipv6
1299,262589,-1,ipv6
2497,3216,0,ipv6
2497,3257,0,ipv6
2497,3303,0,ipv6
2497,3320,0,ipv6
2497,3491,0,ipv6
2497,4637,0,ipv6
2497,4766,0,ipv6
2497,4826,0,ipv6
2497,5511,0,ipv6
2497,6453,0,ipv6
2497,6461,0,ipv6
2497,6830,0,ipv6
2497,6939,0,ipv6
2497,7018,0,ipv6
2497,7473,0,ipv6
2497,7713,0,ipv6
2497,8220,0,ipv6
2497,8359,0,ipv6
2497,8529,0,ipv6
2497,9121,0,ipv6
2497,9304,0,ipv6
2497,9498,0,ipv6
2497,11164,0,ipv6
2497,12389,0,ipv6
2497,13335,0,ipv6
2497,15412,0,ipv6
2497,15830,0,ipv6
2497,16735,0,ipv6
2497,20485,0,ipv6
2497,37100,0,ipv6
2497,37468,0,ipv6
2497,41095,0,ipv6
2497,58453,0,ipv6
2914,2497,-1,ipv6
2914,3223,-1,ipv6
2914,3257,0,ipv6
2914,3303,0,ipv6
2914,3320,0,ipv6
2914,3491,0,ipv6
2914,4637,0,ipv6
2914,4766,0,ipv6
2914,5405,-1,ipv6
2914,5511,0,ipv6
2914,6453,0,ipv6
2914,6461,0,ipv6
2914,6762,0,ipv6
2914,6830,0,ipv6
2914,6939,0,ipv6
2914,7018,0,ipv6
2914,7473,0,ipv6
2914,7713,0,ipv6
2914,7922,0,ipv6
2914,8220,-1,ipv6
2914,9121,-1,ipv6
2914,9304,-1,ipv6
2914,9498,-1,ipv6
2914,9583,-1,ipv6
2914,12956,0,ipv6
2914,13335,-1,ipv6
2914,13786,-1,ipv6
2914,15412,-1,ipv6
2914,15830,-1,ipv6
2914,23764,-1,ipv6
2914,24482,-1,ipv6
2914,32787,-1,ipv6
2914,37100,0,ipv6
2914,37468,-1,ipv6
2914,52320,-1,ipv6
2914,58453,0,ipv6
2914,58717,-1,ipv6
2914,132602,-1,ipv6
3216,4455,0,ipv6
3216,6461,0,ipv6
3216,7713,0,ipv6
3216,8359,0,ipv6
