index,pfx,orgName,orgAS,regDate,RIR,business,isCert,isAuth,isAder,isConf
1,43.251.12.0/22,China Unicom (Hong Kong) Operations Limited,10099,20141104,apnic,ISP,False,False,False,False
2,43.252.84.0/22,China Unicom (Hong Kong) Operations Limited,10099,20140605,apnic,ISP,False,False,True,False
3,43.255.168.0/22,China Unicom (Hong Kong) Operations Limited,10099,20140807,apnic,ISP,False,False,True,False
4,61.14.200.0/22,China Unicom (Hong Kong) Operations Limited,10099,20151113,apnic,ISP,False,False,True,False
5,103.1.64.0/22,China Unicom (Hong Kong) Operations Limited,10099,20110418,apnic,ISP,False,False,True,False
6,103.69.184.0/22,China Unicom (Hong Kong) Operations Limited,10099,20160719,apnic,ISP,False,False,True,False
7,103.77.20.0/22,China Unicom (Hong Kong) Operations Limited,10099,20161014,apnic,ISP,False,False,True,False
8,103.86.12.0/22,China Unicom (Hong Kong) Operations Limited,10099,20170216,apnic,ISP,False,False,True,False
9,103.95.176.0/22,China Unicom (Hong Kong) Operations Limited,10099,20170623,apnic,ISP,False,False,True,False
10,103.107.88.0/22,China Unicom (Hong Kong) Operations Limited,10099,20180110,apnic,ISP,False,False,True,False
11,103.118.36.0/22,China Unicom (Hong Kong) Operations Limited,10099,20180706,apnic,ISP,False,False,True,False
12,103.203.184.0/22,China Unicom (Hong Kong) Operations Limited,10099,20151202,apnic,ISP,False,False,True,False
13,103.214.64.0/22,China Unicom (Hong Kong) Operations Limited,10099,20160408,apnic,ISP,False,False,True,False
14,103.228.68.0/22,China Unicom (Hong Kong) Operations Limited,10099,20140324,apnic,ISP,False,False,True,False
15,103.229.244.0/22,China Unicom (Hong Kong) Operations Limited,10099,20140423,apnic,ISP,False,False,True,False
16,103.239.176.0/22,China Unicom (Hong Kong) Operations Limited,10099,20140807,apnic,ISP,False,False,True,False
17,118.26.144.0/20,China Unicom (Hong Kong) Operations Limited,10099,20070803,apnic,ISP,False,False,True,False
18,119.224.96.0/19,China Unicom (Hong Kong) Operations Limited,10099,20080226,apnic,ISP,False,False,True,False
19,119.252.136.0/21,China Unicom (Hong Kong) Operations Limited,10099,20080313,apnic,ISP,False,False,True,False
20,121.46.116.0/22,China Unicom (Hong Kong) Operations Limited,10099,20160127,apnic,ISP,False,False,True,False
21,121.91.88.0/21,China Unicom (Hong Kong) Operations Limited,10099,20071005,apnic,ISP,False,False,True,False
22,121.91.136.0/21,China Unicom (Hong Kong) Operations Limited,10099,20071126,apnic,ISP,False,False,True,False
23,136.143.224.0/20,China Unicom (Hong Kong) Operations Limited,10099,19890822,apnic,ISP,False,False,True,False
24,162.219.32.0/21,China Unicom (Hong Kong) Operations Limited,10099,20130808,apnic,ISP,False,False,True,False
25,162.219.80.0/21,China Unicom (Hong Kong) Operations Limited,10099,20130812,apnic,ISP,False,False,True,False
26,162.245.124.0/22,China Unicom (Hong Kong) Operations Limited,10099,20140326,apnic,ISP,False,False,True,False
27,162.247.4.0/22,China Unicom (Hong Kong) Operations Limited,10099,20140415,apnic,ISP,False,False,True,False
28,162.255.48.0/22,China Unicom (Hong Kong) Operations Limited,10099,20140509,apnic,ISP,False,False,True,False
29,202.77.16.0/21,China Unicom (Hong Kong) Operations Limited,10099,19970508,apnic,ISP,False,False,True,False
30,203.160.64.0/19,China Unicom (Hong Kong) Operations Limited,10099,20000601,apnic,ISP,False,False,True,False
31,204.110.8.0/21,China Unicom (Hong Kong) Operations Limited,10099,20230216,apnic,ISP,False,False,True,False
32,223.255.255.0/32,China Unicom (Hong Kong) Operations Limited,10099,20100413,apnic,ISP,False,False,True,False
33,43.242.152.0/22,CHINA UNICOM Industrial Internet Backbone,4837,20140902,apnic,ISP,False,False,True,False
34,60.13.64.0/18,CHINA UNICOM Industrial Internet Backbone,4837,20060720,apnic,ISP,False,False,True,False
35,61.48.0.0/14,CHINA UNICOM Industrial Internet Backbone,4837,20010628,apnic,ISP,False,False,True,False
36,61.52.0.0/15,CHINA UNICOM Industrial Internet Backbone,4837,20010628,apnic,ISP,False,False,True,False
37,61.54.0.0/16,CHINA UNICOM Industrial Internet Backbone,4837,20010628,apnic,ISP,False,False,True,False
38,61.55.0.0/16,CHINA UNICOM Industrial Internet Backbone,4837,20010628,apnic,ISP,False,False,True,False
39,61.133.0.0/17,CHINA UNICOM Industrial Internet Backbone,4837,19990624,apnic,ISP,False,False,True,False
40,61.134.96.0/19,CHINA UNICOM Industrial Internet Backbone,4837,19990624,apnic,ISP,False,False,True,False
41,61.134.128.0/18,CHINA UNICOM Industrial Internet Backbone,4837,19990624,apnic,ISP,False,False,True,False
42,61.134.192.0/18,CHINA UNICOM Industrial Internet Backbone,4837,19990624,apnic,ISP,False,False,True,False
43,61.135.0.0/16,CHINA UNICOM Industrial Internet Backbone,4837,19990624,apnic,ISP,False,False,True,False
44,61.136.0.0/18,CHINA UNICOM Industrial Internet Backbone,4837,19990624,apnic,ISP,False,False,True,False
45,61.136.64.0/18,CHINA UNICOM Industrial Internet Backbone,4837,19990624,apnic,ISP,False,False,True,False
46,61.137.128.0/17,CHINA UNICOM Industrial Internet Backbone,4837,19990624,apnic,ISP,False,False,True,False
47,61.138.0.0/18,CHINA UNICOM Industrial Internet Backbone,4837,19990624,apnic,ISP,False,False,True,False
48,61.138.64.0/18,CHINA UNICOM Industrial Internet Backbone,4837,19990624,apnic,ISP,False,False,True,False
49,61.138.128.0/18,CHINA UNICOM Industrial Internet Backbone,4837,19990624,apnic,ISP,False,False,True,False
50,61.139.128.0/18,CHINA UNICOM Industrial Internet Backbone,4837,19990624,apnic,ISP,False,False,True,False
51,61.148.0.0/15,CHINA UNICOM Industrial Internet Backbone,4837,20000314,apnic,ISP,False,False,True,False
52,61.156.0.0/16,CHINA UNICOM Industrial Internet Backbone,4837,20000314,apnic,ISP,False,False,True,False
53,61.158.0.0/17,CHINA UNICOM Industrial Internet Backbone,4837,20000314,apnic,ISP,False,False,True,False
54,61.158.128.0/17,CHINA UNICOM Industrial Internet Backbone,4837,20000314,apnic,ISP,False,False,True,False
55,61.159.0.0/18,CHINA UNICOM Industrial Internet Backbone,4837,20000314,apnic,ISP,False,False,True,False
56,61.161.0.0/18,CHINA UNICOM Industrial Internet Backbone,4837,20001011,apnic,ISP,False,False,True,False
57,61.161.128.0/17,CHINA UNICOM Industrial Internet Backbone,4837,20001011,apnic,ISP,False,False,True,False
58,61.162.0.0/16,CHINA UNICOM Industrial Internet Backbone,4837,20001011,apnic,ISP,False,False,True,False
59,61.163.0.0/16,CHINA UNICOM Industrial Internet Backbone,4837,20001011,apnic,ISP,False,False,True,False
60,61.167.0.0/16,CHINA UNICOM Industrial Internet Backbone,4837,20001011,apnic,ISP,False,False,True,False
61,61.168.0.0/16,CHINA UNICOM Industrial Internet Backbone,4837,20001116,apnic,ISP,False,False,True,False
62,61.176.0.0/16,CHINA UNICOM Industrial Internet Backbone,4837,20001116,apnic,ISP,False,False,True,False
63,61.179.0.0/16,CHINA UNICOM Industrial Internet Backbone,4837,20001116,apnic,ISP,False,False,True,False
64,61.180.128.0/17,CHINA UNICOM Industrial Internet Backbone,4837,20001116,apnic,ISP,False,False,True,False
65,61.181.0.0/16,CHINA UNICOM Industrial Internet Backbone,4837,20001116,apnic,ISP,False,False,True,False
66,61.182.0.0/16,CHINA UNICOM Industrial Internet Backbone,4837,20001116,apnic,ISP,False,False,True,False
67,61.189.0.0/17,CHINA UNICOM Industrial Internet Backbone,4837,20001116,apnic,ISP,False,False,True,False
68,110.6.0.0/15,CHINA UNICOM Industrial Internet Backbone,4837,20090223,apnic,ISP,False,False,True,False
69,110.16.0.0/14,CHINA UNICOM Industrial Internet Backbone,4837,20090223,apnic,ISP,False,False,True,False
70,112.64.0.0/15,CHINA UNICOM Industrial Internet Backbone,4837,20081222,apnic,ISP,False,False,True,False
71,112.80.0.0/13,CHINA UNICOM Industrial Internet Backbone,4837,20081231,apnic,ISP,False,False,True,False
72,112.88.0.0/13,CHINA UNICOM Industrial Internet Backbone,4837,20090112,apnic,ISP,False,False,True,False
73,112.96.0.0/15,CHINA UNICOM Industrial Internet Backbone,4837,20090112,apnic,ISP,False,False,True,False
74,112.109.128.0/17,CHINA UNICOM Industrial Internet Backbone,4837,20090119,apnic,ISP,False,False,True,False
75,112.111.0.0/16,CHINA UNICOM Industrial Internet Backbone,4837,20090119,apnic,ISP,False,False,True,False
76,112.122.0.0/15,CHINA UNICOM Industrial Internet Backbone,4837,20090128,apnic,ISP,False,False,True,False
77,112.132.0.0/16,CHINA UNICOM Industrial Internet Backbone,4837,20090128,apnic,ISP,False,False,True,False
78,112.192.0.0/14,CHINA UNICOM Industrial Internet Backbone,4837,20090210,apnic,ISP,False,False,True,False
79,112.224.0.0/11,CHINA UNICOM Industrial Internet Backbone,4837,20090211,apnic,ISP,False,False,True,False
80,113.56.0.0/15,CHINA UNICOM Industrial Internet Backbone,4837,20081024,apnic,ISP,False,False,True,False
81,113.58.0.0/16,CHINA UNICOM Industrial Internet Backbone,4837,20081027,apnic,ISP,False,False,True,False
82,113.59.0.0/17,CHINA UNICOM Industrial Internet Backbone,4837,20081027,apnic,ISP,False,False,True,False
83,113.194.0.0/15,CHINA UNICOM Industrial Internet Backbone,4837,20081119,apnic,ISP,False,False,True,False
84,113.200.0.0/15,CHINA UNICOM Industrial Internet Backbone,4837,20081126,apnic,ISP,False,False,True,False
85,113.204.0.0/14,CHINA UNICOM Industrial Internet Backbone,4837,20081126,apnic,ISP,False,False,True,False
86,113.224.0.0/12,CHINA UNICOM Industrial Internet Backbone,4837,20081208,apnic,ISP,False,False,True,False
87,114.240.0.0/12,CHINA UNICOM Industrial Internet Backbone,4837,20080624,apnic,ISP,False,False,True,False
88,115.46.0.0/16,CHINA UNICOM Industrial Internet Backbone,4837,20080711,apnic,ISP,False,False,True,False
89,115.48.0.0/12,CHINA UNICOM Industrial Internet Backbone,4837,20080707,apnic,ISP,False,False,True,False
90,115.85.192.0/18,CHINA UNICOM Industrial Internet Backbone,4837,20080801,apnic,ISP,False,False,True,False
91,116.2.0.0/15,CHINA UNICOM Industrial Internet Backbone,4837,20070305,apnic,ISP,False,False,True,False
92,116.95.0.0/16,CHINA UNICOM Industrial Internet Backbone,4837,20070523,apnic,ISP,False,False,True,False
93,116.112.0.0/14,CHINA UNICOM Industrial Internet Backbone,4837,20070523,apnic,ISP,False,False,True,False
94,116.116.0.0/15,CHINA UNICOM Industrial Internet Backbone,4837,20070523,apnic,ISP,False,False,True,False
95,117.8.0.0/13,CHINA UNICOM Industrial Internet Backbone,4837,20070525,apnic,ISP,False,False,True,False
96,119.4.0.0/14,CHINA UNICOM Industrial Internet Backbone,4837,20071123,apnic,ISP,False,False,True,False
97,119.36.0.0/16,CHINA UNICOM Industrial Internet Backbone,4837,20071220,apnic,ISP,False,False,True,False
98,119.39.0.0/16,CHINA UNICOM Industrial Internet Backbone,4837,20071227,apnic,ISP,False,False,True,False
99,119.48.0.0/13,CHINA UNICOM Industrial Internet Backbone,4837,20080103,apnic,ISP,False,False,True,False
100,119.62.0.0/16,CHINA UNICOM Industrial Internet Backbone,4837,20080118,apnic,ISP,False,False,True,False
101,119.108.0.0/15,CHINA UNICOM Industrial Internet Backbone,4837,20080205,apnic,ISP,False,False,True,False
102,119.112.0.0/13,CHINA UNICOM Industrial Internet Backbone,4837,20080205,apnic,ISP,False,False,True,False
103,119.162.0.0/15,CHINA UNICOM Industrial Internet Backbone,4837,20080225,apnic,ISP,False,False,True,False
104,119.164.0.0/14,CHINA UNICOM Industrial Internet Backbone,4837,20080225,apnic,ISP,False,False,True,False
105,119.176.0.0/12,CHINA UNICOM Industrial Internet Backbone,4837,20080225,apnic,ISP,False,False,True,False
106,119.248.0.0/14,CHINA UNICOM Industrial Internet Backbone,4837,20080305,apnic,ISP,False,False,True,False
107,120.0.0.0/12,CHINA UNICOM Industrial Internet Backbone,4837,20080305,apnic,ISP,False,False,True,False
108,120.80.0.0/13,CHINA UNICOM Industrial Internet Backbone,4837,20080325,apnic,ISP,False,False,True,False
109,122.13.0.0/16,CHINA UNICOM Industrial Internet Backbone,4837,20060814,apnic,ISP,False,False,True,False
110,122.136.0.0/13,CHINA UNICOM Industrial Internet Backbone,4837,20061222,apnic,ISP,False,False,True,False
111,122.156.0.0/14,CHINA UNICOM Industrial Internet Backbone,4837,20070110,apnic,ISP,False,False,True,False
112,123.4.0.0/14,CHINA UNICOM Industrial Internet Backbone,4837,20061120,apnic,ISP,False,False,True,False
113,123.8.0.0/13,CHINA UNICOM Industrial Internet Backbone,4837,20061120,apnic,ISP,False,False,True,False
114,123.128.0.0/13,CHINA UNICOM Industrial Internet Backbone,4837,20070215,apnic,ISP,False,False,True,False
115,123.138.0.0/15,CHINA UNICOM Industrial Internet Backbone,4837,20070228,apnic,ISP,False,False,True,False
116,123.144.0.0/14,CHINA UNICOM Industrial Internet Backbone,4837,20070228,apnic,ISP,False,False,True,False
117,123.148.0.0/16,CHINA UNICOM Industrial Internet Backbone,4837,20070228,apnic,ISP,False,False,True,False
118,123.152.0.0/13,CHINA UNICOM Industrial Internet Backbone,4837,20070228,apnic,ISP,False,False,True,False
119,123.188.0.0/14,CHINA UNICOM Industrial Internet Backbone,4837,20070305,apnic,ISP,False,False,True,False
120,123.232.0.0/14,CHINA UNICOM Industrial Internet Backbone,4837,20070215,apnic,ISP,False,False,True,False
121,124.66.0.0/17,CHINA UNICOM Industrial Internet Backbone,4837,20060720,apnic,ISP,False,False,True,False
122,124.67.0.0/16,CHINA UNICOM Industrial Internet Backbone,4837,20060807,apnic,ISP,False,False,True,False
123,125.211.0.0/16,CHINA UNICOM Industrial Internet Backbone,4837,20070110,apnic,ISP,False,False,True,False
124,139.170.0.0/16,CHINA UNICOM Industrial Internet Backbone,4837,20110309,apnic,ISP,False,False,True,False
125,202.96.0.0/18,CHINA UNICOM Industrial Internet Backbone,4837,19950519,apnic,ISP,False,False,True,False
126,202.96.64.0/21,CHINA UNICOM Industrial Internet Backbone,4837,19950519,apnic,ISP,False,False,True,False
127,202.96.72.0/21,CHINA UNICOM Industrial Internet Backbone,4837,19970718,apnic,ISP,False,False,True,False
128,202.96.80.0/20,CHINA UNICOM Industrial Internet Backbone,4837,19970718,apnic,ISP,False,False,True,False
129,202.97.128.0/18,CHINA UNICOM Industrial Internet Backbone,4837,19980817,apnic,ISP,False,False,True,False
130,202.97.192.0/19,CHINA UNICOM Industrial Internet Backbone,4837,19980817,apnic,ISP,False,False,True,False
131,202.97.224.0/21,CHINA UNICOM Industrial Internet Backbone,4837,19960319,apnic,ISP,False,False,True,False
132,202.97.232.0/21,CHINA UNICOM Industrial Internet Backbone,4837,19961106,apnic,ISP,False,False,True,False
133,202.97.240.0/20,CHINA UNICOM Industrial Internet Backbone,4837,19970819,apnic,ISP,False,False,True,False
134,202.98.0.0/21,CHINA UNICOM Industrial Internet Backbone,4837,19960319,apnic,ISP,False,False,True,False
135,202.98.8.0/21,CHINA UNICOM Industrial Internet Backbone,4837,19961106,apnic,ISP,False,False,True,False
136,202.98.16.0/20,CHINA UNICOM Industrial Internet Backbone,4837,19971118,apnic,ISP,False,False,True,False
137,202.99.0.0/18,CHINA UNICOM Industrial Internet Backbone,4837,19970314,apnic,ISP,False,False,True,False
138,202.99.64.0/19,CHINA UNICOM Industrial Internet Backbone,4837,19980817,apnic,ISP,False,False,True,False
139,202.99.96.0/21,CHINA UNICOM Industrial Internet Backbone,4837,19960319,apnic,ISP,False,False,True,False
140,202.99.104.0/21,CHINA UNICOM Industrial Internet Backbone,4837,19970613,apnic,ISP,False,False,True,False
141,202.99.112.0/20,CHINA UNICOM Industrial Internet Backbone,4837,19970613,apnic,ISP,False,False,True,False
142,202.99.128.0/19,CHINA UNICOM Industrial Internet Backbone,4837,19980817,apnic,ISP,False,False,True,False
143,202.99.160.0/21,CHINA UNICOM Industrial Internet Backbone,4837,19960319,apnic,ISP,False,False,True,False
144,202.99.168.0/21,CHINA UNICOM Industrial Internet Backbone,4837,19970613,apnic,ISP,False,False,True,False
145,202.99.176.0/20,CHINA UNICOM Industrial Internet Backbone,4837,19970613,apnic,ISP,False,False,True,False
146,202.99.192.0/21,CHINA UNICOM Industrial Internet Backbone,4837,19960319,apnic,ISP,False,False,True,False
147,202.99.200.0/21,CHINA UNICOM Industrial Internet Backbone,4837,19980322,apnic,ISP,False,False,True,False
148,202.99.208.0/20,CHINA UNICOM Industrial Internet Backbone,4837,19980322,apnic,ISP,False,False,True,False
149,202.99.224.0/21,CHINA UNICOM Industrial Internet Backbone,4837,19960319,apnic,ISP,False,False,True,False
150,202.99.232.0/21,CHINA UNICOM Industrial Internet Backbone,4837,19980322,apnic,ISP,False,False,True,False
151,202.99.240.0/20,CHINA UNICOM Industrial Internet Backbone,4837,19980322,apnic,ISP,False,False,True,False
152,202.102.128.0/21,CHINA UNICOM Industrial Internet Backbone,4837,19960319,apnic,ISP,False,False,True,False
153,202.102.136.0/21,CHINA UNICOM Industrial Internet Backbone,4837,19970214,apnic,ISP,False,False,True,False
154,202.102.144.0/20,CHINA UNICOM Industrial Internet Backbone,4837,19970214,apnic,ISP,False,False,True,False
155,202.102.160.0/19,CHINA UNICOM Industrial Internet Backbone,4837,19980817,apnic,ISP,False,False,True,False
156,202.102.224.0/21,CHINA UNICOM Industrial Internet Backbone,4837,19960319,apnic,ISP,False,False,True,False
157,202.102.232.0/21,CHINA UNICOM Industrial Internet Backbone,4837,19970502,apnic,ISP,False,False,True,False
158,202.102.240.0/20,CHINA UNICOM Industrial Internet Backbone,4837,19970502,apnic,ISP,False,False,True,False
159,202.106.0.0/16,CHINA UNICOM Industrial Internet Backbone,4837,19980817,apnic,ISP,False,False,True,False
160,202.107.0.0/17,CHINA UNICOM Industrial Internet Backbone,4837,19980817,apnic,ISP,False,False,True,False
161,202.108.0.0/16,CHINA UNICOM Industrial Internet Backbone,4837,19980817,apnic,ISP,False,False,True,False
162,202.110.64.0/18,CHINA UNICOM Industrial Internet Backbone,4837,19980817,apnic,ISP,False,False,True,False
163,202.110.192.0/18,CHINA UNICOM Industrial Internet Backbone,4837,19980817,apnic,ISP,False,False,True,False
164,202.111.0.0/17,CHINA UNICOM Industrial Internet Backbone,4837,19980817,apnic,ISP,False,False,True,False
165,202.111.128.0/19,CHINA UNICOM Industrial Internet Backbone,4837,19980817,apnic,ISP,False,False,True,False
166,202.111.160.0/19,CHINA UNICOM Industrial Internet Backbone,4837,19980817,apnic,ISP,False,False,True,False
167,203.93.0.0/22,CHINA UNICOM Industrial Internet Backbone,4837,19950713,apnic,ISP,False,False,True,False
168,203.93.4.0/22,CHINA UNICOM Industrial Internet Backbone,4837,19950828,apnic,ISP,False,False,True,False
169,203.93.8.0/24,CHINA UNICOM Industrial Internet Backbone,4837,19950828,apnic,ISP,False,False,True,False
170,203.93.9.0/24,CHINA UNICOM Industrial Internet Backbone,4837,19951221,apnic,ISP,False,False,True,False
171,203.93.10.0/23,CHINA UNICOM Industrial Internet Backbone,4837,19951221,apnic,ISP,False,False,True,False
172,203.93.12.0/22,CHINA UNICOM Industrial Internet Backbone,4837,19951221,apnic,ISP,False,False,True,False
173,203.93.16.0/20,CHINA UNICOM Industrial Internet Backbone,4837,19951221,apnic,ISP,False,False,True,False
174,203.93.32.0/19,CHINA UNICOM Industrial Internet Backbone,4837,19960927,apnic,ISP,False,False,True,False
175,203.93.64.0/18,CHINA UNICOM Industrial Internet Backbone,4837,19970107,apnic,ISP,False,False,True,False
176,203.93.128.0/21,CHINA UNICOM Industrial Internet Backbone,4837,19980227,apnic,ISP,False,False,True,False
177,203.93.136.0/22,CHINA UNICOM Industrial Internet Backbone,4837,19980227,apnic,ISP,False,False,True,False
178,203.93.140.0/24,CHINA UNICOM Industrial Internet Backbone,4837,19980227,apnic,ISP,False,False,True,False
179,203.93.141.0/24,CHINA UNICOM Industrial Internet Backbone,4837,19980810,apnic,ISP,False,False,True,False
180,203.93.142.0/23,CHINA UNICOM Industrial Internet Backbone,4837,19980810,apnic,ISP,False,False,True,False
181,203.93.144.0/20,CHINA UNICOM Industrial Internet Backbone,4837,19980810,apnic,ISP,False,False,True,False
182,203.93.160.0/19,CHINA UNICOM Industrial Internet Backbone,4837,19980810,apnic,ISP,False,False,True,False
183,203.93.192.0/18,CHINA UNICOM Industrial Internet Backbone,4837,19990511,apnic,ISP,False,False,True,False
184,210.12.0.0/18,CHINA UNICOM Industrial Internet Backbone,4837,19991117,apnic,ISP,False,False,True,False
185,210.12.64.0/18,CHINA UNICOM Industrial Internet Backbone,4837,20000410,apnic,ISP,False,False,True,False
186,210.12.128.0/18,CHINA UNICOM Industrial Internet Backbone,4837,20000828,apnic,ISP,False,False,True,False
187,210.12.192.0/18,CHINA UNICOM Industrial Internet Backbone,4837,20010203,apnic,ISP,False,False,True,False
188,210.13.0.0/18,CHINA UNICOM Industrial Internet Backbone,4837,20010203,apnic,ISP,False,False,True,False
189,210.13.64.0/18,CHINA UNICOM Industrial Internet Backbone,4837,20010720,apnic,ISP,False,False,True,False
190,210.13.128.0/17,CHINA UNICOM Industrial Internet Backbone,4837,20010720,apnic,ISP,False,False,True,False
191,210.14.160.0/19,CHINA UNICOM Industrial Internet Backbone,4837,20010621,apnic,ISP,False,False,True,False
192,210.14.192.0/19,CHINA UNICOM Industrial Internet Backbone,4837,20000328,apnic,ISP,False,False,True,False
193,210.14.224.0/19,CHINA UNICOM Industrial Internet Backbone,4837,19991119,apnic,ISP,False,False,True,False
194,210.15.0.0/19,CHINA UNICOM Industrial Internet Backbone,4837,19991119,apnic,ISP,False,False,True,False
195,210.15.32.0/19,CHINA UNICOM Industrial Internet Backbone,4837,20000405,apnic,ISP,False,False,True,False
196,210.15.64.0/19,CHINA UNICOM Industrial Internet Backbone,4837,20000405,apnic,ISP,False,False,True,False
197,210.15.96.0/19,CHINA UNICOM Industrial Internet Backbone,4837,20010803,apnic,ISP,False,False,True,False
198,210.15.128.0/18,CHINA UNICOM Industrial Internet Backbone,4837,20010803,apnic,ISP,False,False,True,False
199,210.21.0.0/17,CHINA UNICOM Industrial Internet Backbone,4837,20001017,apnic,ISP,False,False,True,False
200,210.21.128.0/17,CHINA UNICOM Industrial Internet Backbone,4837,20001017,apnic,ISP,False,False,True,False
201,210.22.0.0/16,CHINA UNICOM Industrial Internet Backbone,4837,20001017,apnic,ISP,False,False,True,False
202,210.51.0.0/16,CHINA UNICOM Industrial Internet Backbone,4837,20001011,apnic,ISP,False,False,True,False
203,210.52.0.0/18,CHINA UNICOM Industrial Internet Backbone,4837,20001011,apnic,ISP,False,False,True,False
204,210.52.64.0/18,CHINA UNICOM Industrial Internet Backbone,4837,20001011,apnic,ISP,False,False,True,False
205,210.52.128.0/17,CHINA UNICOM Industrial Internet Backbone,4837,20000627,apnic,ISP,False,False,True,False
206,210.53.0.0/17,CHINA UNICOM Industrial Internet Backbone,4837,20000627,apnic,ISP,False,False,True,False
207,210.53.128.0/17,CHINA UNICOM Industrial Internet Backbone,4837,20000314,apnic,ISP,False,False,True,False
208,210.74.96.0/19,CHINA UNICOM Industrial Internet Backbone,4837,19980406,apnic,ISP,False,False,True,False
209,210.74.128.0/19,CHINA UNICOM Industrial Internet Backbone,4837,19980406,apnic,ISP,False,False,True,False
210,210.78.0.0/19,CHINA UNICOM Industrial Internet Backbone,4837,19980811,apnic,ISP,False,False,True,False
211,210.82.0.0/15,CHINA UNICOM Industrial Internet Backbone,4837,20001011,apnic,ISP,False,False,True,False
212,218.7.0.0/16,CHINA UNICOM Industrial Internet Backbone,4837,20010412,apnic,ISP,False,False,True,False
213,218.8.0.0/15,CHINA UNICOM Industrial Internet Backbone,4837,20010412,apnic,ISP,False,False,True,False
214,218.10.0.0/16,CHINA UNICOM Industrial Internet Backbone,4837,20010412,apnic,ISP,False,False,True,False
215,218.11.0.0/16,CHINA UNICOM Industrial Internet Backbone,4837,20010412,apnic,ISP,False,False,True,False
216,218.12.0.0/16,CHINA UNICOM Industrial Internet Backbone,4837,20010412,apnic,ISP,False,False,True,False
217,218.21.128.0/17,CHINA UNICOM Industrial Internet Backbone,4837,20010412,apnic,ISP,False,False,True,False
218,218.24.0.0/15,CHINA UNICOM Industrial Internet Backbone,4837,20010412,apnic,ISP,False,False,True,False
219,218.26.0.0/16,CHINA UNICOM Industrial Internet Backbone,4837,20010412,apnic,ISP,False,False,True,False
220,218.27.0.0/16,CHINA UNICOM Industrial Internet Backbone,4837,20010412,apnic,ISP,False,False,True,False
221,218.28.0.0/15,CHINA UNICOM Industrial Internet Backbone,4837,20010412,apnic,ISP,False,False,True,False
222,218.56.0.0/14,CHINA UNICOM Industrial Internet Backbone,4837,20010619,apnic,ISP,False,False,True,False
223,218.60.0.0/15,CHINA UNICOM Industrial Internet Backbone,4837,20010619,apnic,ISP,False,False,True,False
224,218.62.0.0/17,CHINA UNICOM Industrial Internet Backbone,4837,20010619,apnic,ISP,False,False,True,False
225,218.67.128.0/17,CHINA UNICOM Industrial Internet Backbone,4837,20010628,apnic,ISP,False,False,True,False
226,218.68.0.0/15,CHINA UNICOM Industrial Internet Backbone,4837,20010628,apnic,ISP,False,False,True,False
227,218.104.0.0/17,CHINA UNICOM Industrial Internet Backbone,4837,20010919,apnic,ISP,False,False,True,False
228,218.104.128.0/19,CHINA UNICOM Industrial Internet Backbone,4837,20010919,apnic,ISP,False,False,True,False
229,218.104.160.0/19,CHINA UNICOM Industrial Internet Backbone,4837,20010919,apnic,ISP,False,False,True,False
230,218.104.192.0/21,CHINA UNICOM Industrial Internet Backbone,4837,20010919,apnic,ISP,False,False,True,False
231,218.104.200.0/21,CHINA UNICOM Industrial Internet Backbone,4837,20010919,apnic,ISP,False,False,True,False
232,218.104.208.0/20,CHINA UNICOM Industrial Internet Backbone,4837,20010919,apnic,ISP,False,False,True,False
233,218.104.224.0/19,CHINA UNICOM Industrial Internet Backbone,4837,20010919,apnic,ISP,False,False,True,False
234,218.105.0.0/16,CHINA UNICOM Industrial Internet Backbone,4837,20010919,apnic,ISP,False,False,True,False
235,218.106.0.0/15,CHINA UNICOM Industrial Internet Backbone,4837,20010919,apnic,ISP,False,False,True,False
236,219.154.0.0/15,CHINA UNICOM Industrial Internet Backbone,4837,20020321,apnic,ISP,False,False,True,False
237,219.156.0.0/15,CHINA UNICOM Industrial Internet Backbone,4837,20020321,apnic,ISP,False,False,True,False
238,219.158.0.0/17,CHINA UNICOM Industrial Internet Backbone,4837,20020321,apnic,ISP,False,False,True,False
239,219.158.128.0/17,CHINA UNICOM Industrial Internet Backbone,4837,20020321,apnic,ISP,False,False,True,False
240,219.159.0.0/18,CHINA UNICOM Industrial Internet Backbone,4837,20020321,apnic,ISP,False,False,True,False
241,221.199.224.0/19,CHINA UNICOM Industrial Internet Backbone,4837,20060720,apnic,ISP,False,False,True,False
242,43.242.152.0/22,CHINA UNICOM Industrial Internet Backbone,9929,20140902,apnic,ISP,False,False,True,False
243,60.13.64.0/18,CHINA UNICOM Industrial Internet Backbone,9929,20060720,apnic,ISP,False,False,True,False
244,61.48.0.0/14,CHINA UNICOM Industrial Internet Backbone,9929,20010628,apnic,ISP,False,False,True,False
245,61.52.0.0/15,CHINA UNICOM Industrial Internet Backbone,9929,20010628,apnic,ISP,False,False,True,False
246,61.54.0.0/16,CHINA UNICOM Industrial Internet Backbone,9929,20010628,apnic,ISP,False,False,True,False
247,61.55.0.0/16,CHINA UNICOM Industrial Internet Backbone,9929,20010628,apnic,ISP,False,False,True,False
248,61.133.0.0/17,CHINA UNICOM Industrial Internet Backbone,9929,19990624,apnic,ISP,False,False,True,False
249,61.134.96.0/19,CHINA UNICOM Industrial Internet Backbone,9929,19990624,apnic,ISP,False,False,True,False
