index,pfx,orgName,orgAS,regDate,RIR,business,isCert,isAuth,isAder,isConf
3726,203.93.9.0/24,China Unicom,133118,19951221,apnic,ISP,False,False,True,False
3727,203.93.10.0/23,China Unicom,133118,19951221,apnic,ISP,False,False,True,False
3728,203.93.12.0/22,China Unicom,133118,19951221,apnic,ISP,False,False,True,False
3729,203.93.16.0/20,China Unicom,133118,19951221,apnic,ISP,False,False,True,False
3730,203.93.32.0/19,China Unicom,133118,19960927,apnic,ISP,False,False,True,False
3731,203.93.64.0/18,China Unicom,133118,19970107,apnic,ISP,False,False,True,False
3732,203.93.128.0/21,China Unicom,133118,19980227,apnic,ISP,False,False,True,False
3733,203.93.136.0/22,China Unicom,133118,19980227,apnic,ISP,False,False,True,False
3734,203.93.140.0/24,China Unicom,133118,19980227,apnic,ISP,False,False,True,False
3735,203.93.141.0/24,China Unicom,133118,19980810,apnic,ISP,False,False,True,False
3736,203.93.142.0/23,China Unicom,133118,19980810,apnic,ISP,False,False,True,False
3737,203.93.144.0/20,China Unicom,133118,19980810,apnic,ISP,False,False,True,False
3738,203.93.160.0/19,China Unicom,133118,19980810,apnic,ISP,False,False,True,False
3739,203.93.192.0/18,China Unicom,133118,19990511,apnic,ISP,False,False,True,False
3740,210.12.0.0/18,China Unicom,133118,19991117,apnic,ISP,False,False,True,False
3741,210.12.64.0/18,China Unicom,133118,20000410,apnic,ISP,False,False,True,False
3742,210.12.128.0/18,China Unicom,133118,20000828,apnic,ISP,False,False,True,False
3743,210.12.192.0/18,China Unicom,133118,20010203,apnic,ISP,False,False,True,False
3744,210.13.0.0/18,China Unicom,133118,20010203,apnic,ISP,False,False,True,False
3745,210.13.64.0/18,China Unicom,133118,20010720,apnic,ISP,False,False,True,False
3746,210.13.128.0/17,China Unicom,133118,20010720,apnic,ISP,False,False,True,False
3747,210.14.160.0/19,China Unicom,133118,20010621,apnic,ISP,False,False,True,False
3748,210.14.192.0/19,China Unicom,133118,20000328,apnic,ISP,False,False,True,False
3749,210.14.224.0/19,China Unicom,133118,19991119,apnic,ISP,False,False,True,False
3750,210.15.0.0/19,China Unicom,133118,19991119,apnic,ISP,False,False,True,False
3751,210.15.32.0/19,China Unicom,133118,20000405,apnic,ISP,False,False,True,False
3752,210.15.64.0/19,China Unicom,133118,20000405,apnic,ISP,False,False,True,False
3753,210.15.96.0/19,China Unicom,133118,20010803,apnic,ISP,False,False,True,False
3754,210.15.128.0/18,China Unicom,133118,20010803,apnic,ISP,False,False,True,False
3755,210.21.0.0/17,China Unicom,133118,20001017,apnic,ISP,False,False,True,False
3756,210.21.128.0/17,China Unicom,133118,20001017,apnic,ISP,False,False,True,False
3757,210.22.0.0/16,China Unicom,133118,20001017,apnic,ISP,False,False,True,False
3758,210.51.0.0/16,China Unicom,133118,20001011,apnic,ISP,False,False,True,False
3759,210.52.0.0/18,China Unicom,133118,20001011,apnic,ISP,False,False,True,False
3760,210.52.64.0/18,China Unicom,133118,20001011,apnic,ISP,False,False,True,False
3761,210.52.128.0/17,China Unicom,133118,20000627,apnic,ISP,False,False,True,False
3762,210.53.0.0/17,China Unicom,133118,20000627,apnic,ISP,False,False,True,False
3763,210.53.128.0/17,China Unicom,133118,20000314,apnic,ISP,False,False,True,False
3764,210.74.96.0/19,China Unicom,133118,19980406,apnic,ISP,False,False,True,False
3765,210.74.128.0/19,China Unicom,133118,19980406,apnic,ISP,False,False,True,False
3766,210.78.0.0/19,China Unicom,133118,19980811,apnic,ISP,False,False,True,False
3767,210.82.0.0/15,China Unicom,133118,20001011,apnic,ISP,False,False,True,False
3768,218.7.0.0/16,China Unicom,133118,20010412,apnic,ISP,False,False,True,False
3769,218.8.0.0/15,China Unicom,133118,20010412,apnic,ISP,False,False,True,False
3770,218.10.0.0/16,China Unicom,133118,20010412,apnic,ISP,False,False,True,False
3771,218.11.0.0/16,China Unicom,133118,20010412,apnic,ISP,False,False,True,False
3772,218.12.0.0/16,China Unicom,133118,20010412,apnic,ISP,False,False,True,False
3773,218.21.128.0/17,China Unicom,133118,20010412,apnic,ISP,False,False,True,False
3774,218.24.0.0/15,China Unicom,133118,20010412,apnic,ISP,False,False,True,False
3775,218.26.0.0/16,China Unicom,133118,20010412,apnic,ISP,False,False,True,False
3776,218.27.0.0/16,China Unicom,133118,20010412,apnic,ISP,False,False,True,False
3777,218.28.0.0/15,China Unicom,133118,20010412,apnic,ISP,False,False,True,False
3778,218.56.0.0/14,China Unicom,133118,20010619,apnic,ISP,False,False,True,False
3779,218.60.0.0/15,China Unicom,133118,20010619,apnic,ISP,False,False,True,False
3780,218.62.0.0/17,China Unicom,133118,20010619,apnic,ISP,False,False,True,False
3781,218.67.128.0/17,China Unicom,133118,20010628,apnic,ISP,False,False,True,False
3782,218.68.0.0/15,China Unicom,133118,20010628,apnic,ISP,False,False,True,False
3783,218.104.0.0/17,China Unicom,133118,20010919,apnic,ISP,False,False,True,False
3784,218.104.128.0/19,China Unicom,133118,20010919,apnic,ISP,False,False,True,False
3785,218.104.160.0/19,China Unicom,133118,20010919,apnic,ISP,False,False,True,False
3786,218.104.192.0/21,China Unicom,133118,20010919,apnic,ISP,False,False,True,False
3787,218.104.200.0/21,China Unicom,133118,20010919,apnic,ISP,False,False,True,False
3788,218.104.208.0/20,China Unicom,133118,20010919,apnic,ISP,False,False,True,False
3789,218.104.224.0/19,China Unicom,133118,20010919,apnic,ISP,False,False,True,False
3790,218.105.0.0/16,China Unicom,133118,20010919,apnic,ISP,False,False,True,False
3791,218.106.0.0/15,China Unicom,133118,20010919,apnic,ISP,False,False,True,False
3792,219.154.0.0/15,China Unicom,133118,20020321,apnic,ISP,False,False,True,False
3793,219.156.0.0/15,China Unicom,133118,20020321,apnic,ISP,False,False,True,False
3794,219.158.0.0/17,China Unicom,133118,20020321,apnic,ISP,False,False,True,False
3795,219.158.128.0/17,China Unicom,133118,20020321,apnic,ISP,False,False,True,False
3796,219.159.0.0/18,China Unicom,133118,20020321,apnic,ISP,False,False,True,False
3797,221.199.224.0/19,China Unicom,133118,20060720,apnic,ISP,False,False,True,False
3798,43.242.152.0/22,China Unicom,137539,20140902,apnic,ISP,False,False,True,False
3799,60.13.64.0/18,China Unicom,137539,20060720,apnic,ISP,False,False,True,False
3800,61.48.0.0/14,China Unicom,137539,20010628,apnic,ISP,False,False,True,False
3801,61.52.0.0/15,China Unicom,137539,20010628,apnic,ISP,False,False,True,False
3802,61.54.0.0/16,China Unicom,137539,20010628,apnic,ISP,False,False,True,False
3803,61.55.0.0/16,China Unicom,137539,20010628,apnic,ISP,False,False,True,False
3804,61.133.0.0/17,China Unicom,137539,19990624,apnic,ISP,False,False,True,False
3805,61.134.96.0/19,China Unicom,137539,19990624,apnic,ISP,False,False,True,False
3806,61.134.128.0/18,China Unicom,137539,19990624,apnic,ISP,False,False,True,False
3807,61.134.192.0/18,China Unicom,137539,19990624,apnic,ISP,False,False,True,False
3808,61.135.0.0/16,China Unicom,137539,19990624,apnic,ISP,False,False,True,False
3809,61.136.0.0/18,China Unicom,137539,19990624,apnic,ISP,False,False,True,False
3810,61.136.64.0/18,China Unicom,137539,19990624,apnic,ISP,False,False,True,False
3811,61.137.128.0/17,China Unicom,137539,19990624,apnic,ISP,False,False,True,False
3812,61.138.0.0/18,China Unicom,137539,19990624,apnic,ISP,False,False,True,False
3813,61.138.64.0/18,China Unicom,137539,19990624,apnic,ISP,False,False,True,False
3814,61.138.128.0/18,China Unicom,137539,19990624,apnic,ISP,False,False,True,False
3815,61.139.128.0/18,China Unicom,137539,19990624,apnic,ISP,False,False,True,False
3816,61.148.0.0/15,China Unicom,137539,20000314,apnic,ISP,False,False,True,False
3817,61.156.0.0/16,China Unicom,137539,20000314,apnic,ISP,False,False,True,False
3818,61.158.0.0/17,China Unicom,137539,20000314,apnic,ISP,False,False,True,False
3819,61.158.128.0/17,China Unicom,137539,20000314,apnic,ISP,False,False,True,False
3820,61.159.0.0/18,China Unicom,137539,20000314,apnic,ISP,False,False,True,False
3821,61.161.0.0/18,China Unicom,137539,20001011,apnic,ISP,False,False,True,False
3822,61.161.128.0/17,China Unicom,137539,20001011,apnic,ISP,False,False,True,False
3823,61.162.0.0/16,China Unicom,137539,20001011,apnic,ISP,False,False,True,False
3824,61.163.0.0/16,China Unicom,137539,20001011,apnic,ISP,False,False,True,False
3825,61.167.0.0/16,China Unicom,137539,20001011,apnic,ISP,False,False,True,False
3826,61.168.0.0/16,China Unicom,137539,20001116,apnic,ISP,False,False,True,False
3827,61.176.0.0/16,China Unicom,137539,20001116,apnic,ISP,False,False,True,False
3828,61.179.0.0/16,China Unicom,137539,20001116,apnic,ISP,False,False,True,False
3829,61.180.128.0/17,China Unicom,137539,20001116,apnic,ISP,False,False,True,False
3830,61.181.0.0/16,China Unicom,137539,20001116,apnic,ISP,False,False,True,False
3831,61.182.0.0/16,China Unicom,137539,20001116,apnic,ISP,False,False,True,False
3832,61.189.0.0/17,China Unicom,137539,20001116,apnic,ISP,False,False,True,False
3833,110.6.0.0/15,China Unicom,137539,20090223,apnic,ISP,False,False,True,False
3834,110.16.0.0/14,China Unicom,137539,20090223,apnic,ISP,False,False,True,False
3835,112.64.0.0/15,China Unicom,137539,20081222,apnic,ISP,False,False,True,False
3836,112.80.0.0/13,China Unicom,137539,20081231,apnic,ISP,False,False,True,False
3837,112.88.0.0/13,China Unicom,137539,20090112,apnic,ISP,False,False,True,False
3838,112.96.0.0/15,China Unicom,137539,20090112,apnic,ISP,False,False,True,False
3839,112.109.128.0/17,China Unicom,137539,20090119,apnic,ISP,False,False,True,False
3840,112.111.0.0/16,China Unicom,137539,20090119,apnic,ISP,False,False,True,False
3841,112.122.0.0/15,China Unicom,137539,20090128,apnic,ISP,False,False,True,False
3842,112.132.0.0/16,China Unicom,137539,20090128,apnic,ISP,False,False,True,False
3843,112.192.0.0/14,China Unicom,137539,20090210,apnic,ISP,False,False,True,False
3844,112.224.0.0/11,China Unicom,137539,20090211,apnic,ISP,False,False,True,False
3845,113.56.0.0/15,China Unicom,137539,20081024,apnic,ISP,False,False,True,False
3846,113.58.0.0/16,China Unicom,137539,20081027,apnic,ISP,False,False,True,False
3847,113.59.0.0/17,China Unicom,137539,20081027,apnic,ISP,False,False,True,False
3848,113.194.0.0/15,China Unicom,137539,20081119,apnic,ISP,False,False,True,False
3849,113.200.0.0/15,China Unicom,137539,20081126,apnic,ISP,False,False,True,False
3850,113.204.0.0/14,China Unicom,137539,20081126,apnic,ISP,False,False,True,False
3851,113.224.0.0/12,China Unicom,137539,20081208,apnic,ISP,False,False,True,False
3852,114.240.0.0/12,China Unicom,137539,20080624,apnic,ISP,False,False,True,False
3853,115.46.0.0/16,China Unicom,137539,20080711,apnic,ISP,False,False,True,False
3854,115.48.0.0/12,China Unicom,137539,20080707,apnic,ISP,False,False,True,False
3855,115.85.192.0/18,China Unicom,137539,20080801,apnic,ISP,False,False,True,False
3856,116.2.0.0/15,China Unicom,137539,20070305,apnic,ISP,False,False,True,False
3857,116.95.0.0/16,China Unicom,137539,20070523,apnic,ISP,False,False,True,False
3858,116.112.0.0/14,China Unicom,137539,20070523,apnic,ISP,False,False,True,False
3859,116.116.0.0/15,China Unicom,137539,20070523,apnic,ISP,False,False,True,False
3860,117.8.0.0/13,China Unicom,137539,20070525,apnic,ISP,False,False,True,False
3861,119.4.0.0/14,China Unicom,137539,20071123,apnic,ISP,False,False,True,False
3862,119.36.0.0/16,China Unicom,137539,20071220,apnic,ISP,False,False,True,False
3863,119.39.0.0/16,China Unicom,137539,20071227,apnic,ISP,False,False,True,False
3864,119.48.0.0/13,China Unicom,137539,20080103,apnic,ISP,False,False,True,False
3865,119.62.0.0/16,China Unicom,137539,20080118,apnic,ISP,False,False,True,False
3866,119.108.0.0/15,China Unicom,137539,20080205,apnic,ISP,False,False,True,False
3867,119.112.0.0/13,China Unicom,137539,20080205,apnic,ISP,False,False,True,False
3868,119.162.0.0/15,China Unicom,137539,20080225,apnic,ISP,False,False,True,False
3869,119.164.0.0/14,China Unicom,137539,20080225,apnic,ISP,False,False,True,False
3870,119.176.0.0/12,China Unicom,137539,20080225,apnic,ISP,False,False,True,False
3871,119.248.0.0/14,China Unicom,137539,20080305,apnic,ISP,False,False,True,False
3872,120.0.0.0/12,China Unicom,137539,20080305,apnic,ISP,False,False,True,False
3873,120.80.0.0/13,China Unicom,137539,20080325,apnic,ISP,False,False,True,False
3874,122.13.0.0/16,China Unicom,137539,20060814,apnic,ISP,False,False,True,False
3875,122.136.0.0/13,China Unicom,137539,20061222,apnic,ISP,False,False,True,False
3876,122.156.0.0/14,China Unicom,137539,20070110,apnic,ISP,False,False,True,False
3877,123.4.0.0/14,China Unicom,137539,20061120,apnic,ISP,False,False,True,False
3878,123.8.0.0/13,China Unicom,137539,20061120,apnic,ISP,False,False,True,False
3879,123.128.0.0/13,China Unicom,137539,20070215,apnic,ISP,False,False,True,False
3880,123.138.0.0/15,China Unicom,137539,20070228,apnic,ISP,False,False,True,False
3881,123.144.0.0/14,China Unicom,137539,20070228,apnic,ISP,False,False,True,False
3882,123.148.0.0/16,China Unicom,137539,20070228,apnic,ISP,False,False,True,False
3883,123.152.0.0/13,China Unicom,137539,20070228,apnic,ISP,False,False,True,False
3884,123.188.0.0/14,China Unicom,137539,20070305,apnic,ISP,False,False,True,False
3885,123.232.0.0/14,China Unicom,137539,20070215,apnic,ISP,False,False,True,False
3886,124.66.0.0/17,China Unicom,137539,20060720,apnic,ISP,False,False,True,False
3887,124.67.0.0/16,China Unicom,137539,20060807,apnic,ISP,False,False,True,False
3888,125.211.0.0/16,China Unicom,137539,20070110,apnic,ISP,False,False,True,False
3889,139.170.0.0/16,China Unicom,137539,20110309,apnic,ISP,False,False,True,False
3890,202.96.0.0/18,China Unicom,137539,19950519,apnic,ISP,False,False,True,False
3891,202.96.64.0/21,China Unicom,137539,19950519,apnic,ISP,False,False,True,False
3892,202.96.72.0/21,China Unicom,137539,19970718,apnic,ISP,False,False,True,False
3893,202.96.80.0/20,China Unicom,137539,19970718,apnic,ISP,False,False,True,False
3894,202.97.128.0/18,China Unicom,137539,19980817,apnic,ISP,False,False,True,False
3895,202.97.192.0/19,China Unicom,137539,19980817,apnic,ISP,False,False,True,False
3896,202.97.224.0/21,China Unicom,137539,19960319,apnic,ISP,False,False,True,False
3897,202.97.232.0/21,China Unicom,137539,19961106,apnic,ISP,False,False,True,False
3898,202.97.240.0/20,China Unicom,137539,19970819,apnic,ISP,False,False,True,False
3899,202.98.0.0/21,China Unicom,137539,19960319,apnic,ISP,False,False,True,False
3900,202.98.8.0/21,China Unicom,137539,19961106,apnic,ISP,False,False,True,False
3901,202.98.16.0/20,China Unicom,137539,19971118,apnic,ISP,False,False,True,False
3902,202.99.0.0/18,China Unicom,137539,19970314,apnic,ISP,False,False,True,False
3903,202.99.64.0/19,China Unicom,137539,19980817,apnic,ISP,False,False,True,False
3904,202.99.96.0/21,China Unicom,137539,19960319,apnic,ISP,False,False,True,False
3905,202.99.104.0/21,China Unicom,137539,19970613,apnic,ISP,False,False,True,False
3906,202.99.112.0/20,China Unicom,137539,19970613,apnic,ISP,False,False,True,False
3907,202.99.128.0/19,China Unicom,137539,19980817,apnic,ISP,False,False,True,False
3908,202.99.160.0/21,China Unicom,137539,19960319,apnic,ISP,False,False,True,False
3909,202.99.168.0/21,China Unicom,137539,19970613,apnic,ISP,False,False,True,False
3910,202.99.176.0/20,China Unicom,137539,19970613,apnic,ISP,False,False,True,False
3911,202.99.192.0/21,China Unicom,137539,19960319,apnic,ISP,False,False,True,False
3912,202.99.200.0/21,China Unicom,137539,19980322,apnic,ISP,False,False,True,False
3913,202.99.208.0/20,China Unicom,137539,19980322,apnic,ISP,False,False,True,False
3914,202.99.224.0/21,China Unicom,137539,19960319,apnic,ISP,False,False,True,False
3915,202.99.232.0/21,China Unicom,137539,19980322,apnic,ISP,False,False,True,False
3916,202.99.240.0/20,China Unicom,137539,19980322,apnic,ISP,False,False,True,False
3917,202.102.128.0/21,China Unicom,137539,19960319,apnic,ISP,False,False,True,False
3918,202.102.136.0/21,China Unicom,137539,19970214,apnic,ISP,False,False,True,False
3919,202.102.144.0/20,China Unicom,137539,19970214,apnic,ISP,False,False,True,False
3920,202.102.160.0/19,China Unicom,137539,19980817,apnic,ISP,False,False,True,False
3921,202.102.224.0/21,China Unicom,137539,19960319,apnic,ISP,False,False,True,False
3922,202.102.232.0/21,China Unicom,137539,19970502,apnic,ISP,False,False,True,False
3923,202.102.240.0/20,China Unicom,137539,19970502,apnic,ISP,False,False,True,False
3924,202.106.0.0/16,China Unicom,137539,19980817,apnic,ISP,False,False,True,False
3925,202.107.0.0/17,China Unicom,137539,19980817,apnic,ISP,False,False,True,False
3926,202.108.0.0/16,China Unicom,137539,19980817,apnic,ISP,False,False,True,False
3927,202.110.64.0/18,China Unicom,137539,19980817,apnic,ISP,False,False,True,False
3928,202.110.192.0/18,China Unicom,137539,19980817,apnic,ISP,False,False,True,False
3929,202.111.0.0/17,China Unicom,137539,19980817,apnic,ISP,False,False,True,False
3930,202.111.128.0/19,China Unicom,137539,19980817,apnic,ISP,False,False,True,False
3931,202.111.160.0/19,China Unicom,137539,19980817,apnic,ISP,False,False,True,False
3932,203.93.0.0/22,China Unicom,137539,19950713,apnic,ISP,False,False,True,False
3933,203.93.4.0/22,China Unicom,137539,19950828,apnic,ISP,False,False,True,False
3934,203.93.8.0/24,China Unicom,137539,19950828,apnic,ISP,False,False,True,False
3935,203.93.9.0/24,China Unicom,137539,19951221,apnic,ISP,False,False,True,False
3936,203.93.10.0/23,China Unicom,137539,19951221,apnic,ISP,False,False,True,False
3937,203.93.12.0/22,China Unicom,137539,19951221,apnic,ISP,False,False,True,False
3938,203.93.16.0/20,China Unicom,137539,19951221,apnic,ISP,False,False,True,False
3939,203.93.32.0/19,China Unicom,137539,19960927,apnic,ISP,False,False,True,False
3940,203.93.64.0/18,China Unicom,137539,19970107,apnic,ISP,False,False,True,False
3941,203.93.128.0/21,China Unicom,137539,19980227,apnic,ISP,False,False,True,False
3942,203.93.136.0/22,China Unicom,137539,19980227,apnic,ISP,False,False,True,False
3943,203.93.140.0/24,China Unicom,137539,19980227,apnic,ISP,False,False,True,False
3944,203.93.141.0/24,China Unicom,137539,19980810,apnic,ISP,False,False,True,False
3945,203.93.142.0/23,China Unicom,137539,19980810,apnic,ISP,False,False,True,False
3946,203.93.144.0/20,China Unicom,137539,19980810,apnic,ISP,False,False,True,False
3947,203.93.160.0/19,China Unicom,137539,19980810,apnic,ISP,False,False,True,False
3948,203.93.192.0/18,China Unicom,137539,19990511,apnic,ISP,False,False,True,False
3949,210.12.0.0/18,China Unicom,137539,19991117,apnic,ISP,False,False,True,False
3950,210.12.64.0/18,China Unicom,137539,20000410,apnic,ISP,False,False,True,False
3951,210.12.128.0/18,China Unicom,137539,20000828,apnic,ISP,False,False,True,False
3952,210.12.192.0/18,China Unicom,137539,20010203,apnic,ISP,False,False,True,False
3953,210.13.0.0/18,China Unicom,137539,20010203,apnic,ISP,False,False,True,False
3954,210.13.64.0/18,China Unicom,137539,20010720,apnic,ISP,False,False,True,False
3955,210.13.128.0/17,China Unicom,137539,20010720,apnic,ISP,False,False,True,False
3956,210.14.160.0/19,China Unicom,137539,20010621,apnic,ISP,False,False,True,False
3957,210.14.192.0/19,China Unicom,137539,20000328,apnic,ISP,False,False,True,False
3958,210.14.224.0/19,China Unicom,137539,19991119,apnic,ISP,False,False,True,False
3959,210.15.0.0/19,China Unicom,137539,19991119,apnic,ISP,False,False,True,False
3960,210.15.32.0/19,China Unicom,137539,20000405,apnic,ISP,False,False,True,False
3961,210.15.64.0/19,China Unicom,137539,20000405,apnic,ISP,False,False,True,False
3962,210.15.96.0/19,China Unicom,137539,20010803,apnic,ISP,False,False,True,False
3963,210.15.128.0/18,China Unicom,137539,20010803,apnic,ISP,False,False,True,False
3964,210.21.0.0/17,China Unicom,137539,20001017,apnic,ISP,False,False,True,False
3965,210.21.128.0/17,China Unicom,137539,20001017,apnic,ISP,False,False,True,False
3966,210.22.0.0/16,China Unicom,137539,20001017,apnic,ISP,False,False,True,False
3967,210.51.0.0/16,China Unicom,137539,20001011,apnic,ISP,False,False,True,False
3968,210.52.0.0/18,China Unicom,137539,20001011,apnic,ISP,False,False,True,False
3969,210.52.64.0/18,China Unicom,137539,20001011,apnic,ISP,False,False,True,False
3970,210.52.128.0/17,China Unicom,137539,20000627,apnic,ISP,False,False,True,False
3971,210.53.0.0/17,China Unicom,137539,20000627,apnic,ISP,False,False,True,False
3972,210.53.128.0/17,China Unicom,137539,20000314,apnic,ISP,False,False,True,False
3973,210.74.96.0/19,China Unicom,137539,19980406,apnic,ISP,False,False,True,False
3974,210.74.128.0/19,China Unicom,137539,19980406,apnic,ISP,False,False,True,False
3975,210.78.0.0/19,China Unicom,137539,19980811,apnic,ISP,False,False,True,False
3976,210.82.0.0/15,China Unicom,137539,20001011,apnic,ISP,False,False,True,False
3977,218.7.0.0/16,China Unicom,137539,20010412,apnic,ISP,False,False,True,False
3978,218.8.0.0/15,China Unicom,137539,20010412,apnic,ISP,False,False,True,False
3979,218.10.0.0/16,China Unicom,137539,20010412,apnic,ISP,False,False,True,False
3980,218.11.0.0/16,China Unicom,137539,20010412,apnic,ISP,False,False,True,False
3981,218.12.0.0/16,China Unicom,137539,20010412,apnic,ISP,False,False,True,False
3982,218.21.128.0/17,China Unicom,137539,20010412,apnic,ISP,False,False,True,False
3983,218.24.0.0/15,China Unicom,137539,20010412,apnic,ISP,False,False,True,False
3984,218.26.0.0/16,China Unicom,137539,20010412,apnic,ISP,False,False,True,False
3985,218.27.0.0/16,China Unicom,137539,20010412,apnic,ISP,False,False,True,False
3986,218.28.0.0/15,China Unicom,137539,20010412,apnic,ISP,False,False,True,False
3987,218.56.0.0/14,China Unicom,137539,20010619,apnic,ISP,False,False,True,False
3988,218.60.0.0/15,China Unicom,137539,20010619,apnic,ISP,False,False,True,False
3989,218.62.0.0/17,China Unicom,137539,20010619,apnic,ISP,False,False,True,False
3990,218.67.128.0/17,China Unicom,137539,20010628,apnic,ISP,False,False,True,False
3991,218.68.0.0/15,China Unicom,137539,20010628,apnic,ISP,False,False,True,False
3992,218.104.0.0/17,China Unicom,137539,20010919,apnic,ISP,False,False,True,False
3993,218.104.128.0/19,China Unicom,137539,20010919,apnic,ISP,False,False,True,False
3994,218.104.160.0/19,China Unicom,137539,20010919,apnic,ISP,False,False,True,False
3995,218.104.192.0/21,China Unicom,137539,20010919,apnic,ISP,False,False,True,False
3996,218.104.200.0/21,China Unicom,137539,20010919,apnic,ISP,False,False,True,False
3997,218.104.208.0/20,China Unicom,137539,20010919,apnic,ISP,False,False,True,False
3998,218.104.224.0/19,China Unicom,137539,20010919,apnic,ISP,False,False,True,False
3999,218.105.0.0/16,China Unicom,137539,20010919,apnic,ISP,False,False,True,False
4000,218.106.0.0/15,China Unicom,137539,20010919,apnic,ISP,False,False,True,False
4001,219.154.0.0/15,China Unicom,137539,20020321,apnic,ISP,False,False,True,False
4002,219.156.0.0/15,China Unicom,137539,20020321,apnic,ISP,False,False,True,False
4003,219.158.0.0/17,China Unicom,137539,20020321,apnic,ISP,False,False,True,False
4004,219.158.128.0/17,China Unicom,137539,20020321,apnic,ISP,False,False,True,False
4005,219.159.0.0/18,China Unicom,137539,20020321,apnic,ISP,False,False,True,False
4006,221.199.224.0/19,China Unicom,137539,20060720,apnic,ISP,False,False,True,False
4007,43.242.152.0/22,China Unicom,134543,20140902,apnic,ISP,False,False,True,False
4008,60.13.64.0/18,China Unicom,134543,20060720,apnic,ISP,False,False,True,False
4009,61.48.0.0/14,China Unicom,134543,20010628,apnic,ISP,False,False,True,False
4010,61.52.0.0/15,China Unicom,134543,20010628,apnic,ISP,False,False,True,False
4011,61.54.0.0/16,China Unicom,134543,20010628,apnic,ISP,False,False,True,False
4012,61.55.0.0/16,China Unicom,134543,20010628,apnic,ISP,False,False,True,False
4013,61.133.0.0/17,China Unicom,134543,19990624,apnic,ISP,False,False,True,False
4014,61.134.96.0/19,China Unicom,134543,19990624,apnic,ISP,False,False,True,False
4015,61.134.128.0/18,China Unicom,134543,19990624,apnic,ISP,False,False,True,False
4016,61.134.192.0/18,China Unicom,134543,19990624,apnic,ISP,False,False,True,False
4017,61.135.0.0/16,China Unicom,134543,19990624,apnic,ISP,False,False,True,False
4018,61.136.0.0/18,China Unicom,134543,19990624,apnic,ISP,False,False,True,False
4019,61.136.64.0/18,China Unicom,134543,19990624,apnic,ISP,False,False,True,False
4020,61.137.128.0/17,China Unicom,134543,19990624,apnic,ISP,False,False,True,False
4021,61.138.0.0/18,China Unicom,134543,19990624,apnic,ISP,False,False,True,False
4022,61.138.64.0/18,China Unicom,134543,19990624,apnic,ISP,False,False,True,False
4023,61.138.128.0/18,China Unicom,134543,19990624,apnic,ISP,False,False,True,False
4024,61.139.128.0/18,China Unicom,134543,19990624,apnic,ISP,False,False,True,False
4025,61.148.0.0/15,China Unicom,134543,20000314,apnic,ISP,False,False,True,False
4026,61.156.0.0/16,China Unicom,134543,20000314,apnic,ISP,False,False,True,False
4027,61.158.0.0/17,China Unicom,134543,20000314,apnic,ISP,False,False,True,False
4028,61.158.128.0/17,China Unicom,134543,20000314,apnic,ISP,False,False,True,False
4029,61.159.0.0/18,China Unicom,134543,20000314,apnic,ISP,False,False,True,False
4030,61.161.0.0/18,China Unicom,134543,20001011,apnic,ISP,False,False,True,False
4031,61.161.128.0/17,China Unicom,134543,20001011,apnic,ISP,False,False,True,False
4032,61.162.0.0/16,China Unicom,134543,20001011,apnic,ISP,False,False,True,False
4033,61.163.0.0/16,China Unicom,134543,20001011,apnic,ISP,False,False,True,False
4034,61.167.0.0/16,China Unicom,134543,20001011,apnic,ISP,False,False,True,False
4035,61.168.0.0/16,China Unicom,134543,20001116,apnic,ISP,False,False,True,False
4036,61.176.0.0/16,China Unicom,134543,20001116,apnic,ISP,False,False,True,False
4037,61.179.0.0/16,China Unicom,134543,20001116,apnic,ISP,False,False,True,False
4038,61.180.128.0/17,China Unicom,134543,20001116,apnic,ISP,False,False,True,False
4039,61.181.0.0/16,China Unicom,134543,20001116,apnic,ISP,False,False,True,False
4040,61.182.0.0/16,China Unicom,134543,20001116,apnic,ISP,False,False,True,False
4041,61.189.0.0/17,China Unicom,134543,20001116,apnic,ISP,False,False,True,False
4042,110.6.0.0/15,China Unicom,134543,20090223,apnic,ISP,False,False,True,False
4043,110.16.0.0/14,China Unicom,134543,20090223,apnic,ISP,False,False,True,False
4044,112.64.0.0/15,China Unicom,134543,20081222,apnic,ISP,False,False,True,False
4045,112.80.0.0/13,China Unicom,134543,20081231,apnic,ISP,False,False,True,False
4046,112.88.0.0/13,China Unicom,134543,20090112,apnic,ISP,False,False,True,False
4047,112.96.0.0/15,China Unicom,134543,20090112,apnic,ISP,False,False,True,False
4048,112.109.128.0/17,China Unicom,134543,20090119,apnic,ISP,False,False,True,False
4049,112.111.0.0/16,China Unicom,134543,20090119,apnic,ISP,False,False,True,False
4050,112.122.0.0/15,China Unicom,134543,20090128,apnic,ISP,False,False,True,False
4051,112.132.0.0/16,China Unicom,134543,20090128,apnic,ISP,False,False,True,False
4052,112.192.0.0/14,China Unicom,134543,20090210,apnic,ISP,False,False,True,False
4053,112.224.0.0/11,China Unicom,134543,20090211,apnic,ISP,False,False,True,False
4054,113.56.0.0/15,China Unicom,134543,20081024,apnic,ISP,False,False,True,False
4055,113.58.0.0/16,China Unicom,134543,20081027,apnic,ISP,False,False,True,False
4056,113.59.0.0/17,China Unicom,134543,20081027,apnic,ISP,False,False,True,False
4057,113.194.0.0/15,China Unicom,134543,20081119,apnic,ISP,False,False,True,False
