index,pfx,orgName,AS,allocatedDate,RIR,type,isCert,isAuth,isAdve,isConf
1,203.130.48.0/24,Meteverse Limited.,54994,N/A,apnic,ISP,False,False,True,False
2,103.107.89.0/24,Beijing Jingdong Shangke Information Technology Co. Ltd.,137753,N/A,apnic,Business,False,False,True,False
3,202.111.0.0/19,China Telecom Next Generation Carrier Network,4809,N/A,apnic,ISP,False,False,True,False
4,202.111.32.0/19,China Telecom Next Generation Carrier Network,4809,N/A,apnic,ISP,False,False,True,False
5,202.127.200.0/21,CNIC-CAS,7497,N/A,apnic,ISP,False,False,True,False
6,211.88.0.0/17,RongHua Road No.11, Beijing Economy Technology Development Area, 100176,9306,N/A,apnic,Business,False,False,True,False
7,211.88.128.0/17,RongHua Road No.11, Beijing Economy Technology Development Area, 100176,9306,N/A,apnic,Business,False,False,True,False
8,211.88.112.0/21,RongHua Road No.11, Beijing Economy Technology Development Area, 100176,9306,N/A,apnic,Business,False,False,True,False
9,211.165.0.0/16,BEIJING SHENZHOU GREATWALL COMMUNICATION,9389,N/A,apnic,ISP,False,False,True,False
10,211.166.0.0/16,BEIJING SHENZHOU GREATWALL COMMUNICATION,9389,N/A,apnic,ISP,False,False,True,False
11,211.166.8.0/21,BEIJING SHENZHOU GREATWALL COMMUNICATION,9389,N/A,apnic,ISP,False,False,True,False
12,211.166.4.0/22,BEIJING SHENZHOU GREATWALL COMMUNICATION,9389,N/A,apnic,ISP,False,False,True,False
13,211.166.17.0/24,BEIJING SHENZHOU GREATWALL COMMUNICATION,9389,N/A,apnic,ISP,False,False,True,False
14,211.166.246.0/24,BEIJING SHENZHOU GREATWALL COMMUNICATION,9389,N/A,apnic,ISP,False,False,True,False
15,211.166.247.0/24,BEIJING SHENZHOU GREATWALL COMMUNICATION,9389,N/A,apnic,ISP,False,False,True,False
16,211.166.249.0/24,BEIJING SHENZHOU GREATWALL COMMUNICATION,9389,N/A,apnic,ISP,False,False,True,False
17,211.166.250.0/24,BEIJING SHENZHOU GREATWALL COMMUNICATION,9389,N/A,apnic,ISP,False,False,True,False
18,61.232.0.0/16,China TieTong Telecommunications Corporation,9394,N/A,apnic,ISP,False,False,True,False
19,61.233.0.0/16,China TieTong Telecommunications Corporation,9394,N/A,apnic,ISP,False,False,True,False
20,61.234.0.0/16,China TieTong Telecommunications Corporation,9394,N/A,apnic,ISP,False,False,True,False
21,61.235.0.0/16,China TieTong Telecommunications Corporation,9394,N/A,apnic,ISP,False,False,True,False
22,61.237.0.0/16,China TieTong Telecommunications Corporation,9394,N/A,apnic,ISP,False,False,True,False
23,211.98.0.0/16,China TieTong Telecommunications Corporation,9394,N/A,apnic,ISP,False,False,True,False
24,61.237.0.0/17,China TieTong Telecommunications Corporation,9394,N/A,apnic,ISP,False,False,True,False
25,61.237.128.0/17,China TieTong Telecommunications Corporation,9394,N/A,apnic,ISP,False,False,True,False
26,61.232.0.0/19,China TieTong Telecommunications Corporation,9394,N/A,apnic,ISP,False,False,True,False
27,61.232.32.0/19,China TieTong Telecommunications Corporation,9394,N/A,apnic,ISP,False,False,True,False
28,61.232.64.0/19,China TieTong Telecommunications Corporation,9394,N/A,apnic,ISP,False,False,True,False
29,61.232.96.0/19,China TieTong Telecommunications Corporation,9394,N/A,apnic,ISP,False,False,True,False
30,61.232.128.0/19,China TieTong Telecommunications Corporation,9394,N/A,apnic,ISP,False,False,True,False
31,61.232.160.0/19,China TieTong Telecommunications Corporation,9394,N/A,apnic,ISP,False,False,True,False
32,61.232.192.0/19,China TieTong Telecommunications Corporation,9394,N/A,apnic,ISP,False,False,True,False
33,61.232.224.0/19,China TieTong Telecommunications Corporation,9394,N/A,apnic,ISP,False,False,True,False
34,61.233.0.0/19,China TieTong Telecommunications Corporation,9394,N/A,apnic,ISP,False,False,True,False
35,61.233.32.0/19,China TieTong Telecommunications Corporation,9394,N/A,apnic,ISP,False,False,True,False
36,61.233.64.0/19,China TieTong Telecommunications Corporation,9394,N/A,apnic,ISP,False,False,True,False
37,61.233.96.0/19,China TieTong Telecommunications Corporation,9394,N/A,apnic,ISP,False,False,True,False
38,61.233.128.0/19,China TieTong Telecommunications Corporation,9394,N/A,apnic,ISP,False,False,True,False
39,61.233.160.0/19,China TieTong Telecommunications Corporation,9394,N/A,apnic,ISP,False,False,True,False
40,61.233.192.0/19,China TieTong Telecommunications Corporation,9394,N/A,apnic,ISP,False,False,True,False
41,61.233.224.0/19,China TieTong Telecommunications Corporation,9394,N/A,apnic,ISP,False,False,True,False
42,61.234.0.0/19,China TieTong Telecommunications Corporation,9394,N/A,apnic,ISP,False,False,True,False
43,61.234.32.0/19,China TieTong Telecommunications Corporation,9394,N/A,apnic,ISP,False,False,True,False
44,61.234.64.0/19,China TieTong Telecommunications Corporation,9394,N/A,apnic,ISP,False,False,True,False
45,61.234.96.0/19,China TieTong Telecommunications Corporation,9394,N/A,apnic,ISP,False,False,True,False
46,61.234.128.0/19,China TieTong Telecommunications Corporation,9394,N/A,apnic,ISP,False,False,True,False
47,61.234.160.0/19,China TieTong Telecommunications Corporation,9394,N/A,apnic,ISP,False,False,True,False
48,61.234.192.0/19,China TieTong Telecommunications Corporation,9394,N/A,apnic,ISP,False,False,True,False
49,61.234.224.0/19,China TieTong Telecommunications Corporation,9394,N/A,apnic,ISP,False,False,True,False
50,61.235.0.0/19,China TieTong Telecommunications Corporation,9394,N/A,apnic,ISP,False,False,True,False
51,61.235.32.0/19,China TieTong Telecommunications Corporation,9394,N/A,apnic,ISP,False,False,True,False
52,61.235.64.0/19,China TieTong Telecommunications Corporation,9394,N/A,apnic,ISP,False,False,True,False
53,61.235.96.0/19,China TieTong Telecommunications Corporation,9394,N/A,apnic,ISP,False,False,True,False
54,61.235.128.0/19,China TieTong Telecommunications Corporation,9394,N/A,apnic,ISP,False,False,True,False
55,61.235.160.0/19,China TieTong Telecommunications Corporation,9394,N/A,apnic,ISP,False,False,True,False
56,61.235.192.0/19,China TieTong Telecommunications Corporation,9394,N/A,apnic,ISP,False,False,True,False
57,61.235.224.0/19,China TieTong Telecommunications Corporation,9394,N/A,apnic,ISP,False,False,True,False
58,61.237.0.0/19,China TieTong Telecommunications Corporation,9394,N/A,apnic,ISP,False,False,True,False
59,211.98.0.0/19,China TieTong Telecommunications Corporation,9394,N/A,apnic,ISP,False,False,True,False
60,211.98.32.0/19,China TieTong Telecommunications Corporation,9394,N/A,apnic,ISP,False,False,True,False
61,211.98.64.0/19,China TieTong Telecommunications Corporation,9394,N/A,apnic,ISP,False,False,True,False
62,211.98.96.0/19,China TieTong Telecommunications Corporation,9394,N/A,apnic,ISP,False,False,True,False
