index,pfx,RIR,ROA,notBefore,notAfter,state
17,2406:4d00::/48,apnic,(4808, [('2406:4d00::/48', 48)]),2024-05-24 02:26:44,2025-01-31 01:13:46,normal
59,2407:8f40:2::/48,apnic,(135061, [('2407:8f40:2::/48', 64)]),2024-09-24 00:17:54,2025-09-20 07:41:26,normal
